locus_tag	ftype	length_bp	gene	EC_number	COG	product
AKBHFGJF_00001	gene	1188	dnaA			
AKBHFGJF_00001	CDS	1188	dnaA		COG0593	Chromosomal replication initiator protein DnaA
AKBHFGJF_00002	gene	1209	dnaN			
AKBHFGJF_00002	CDS	1209	dnaN		COG0592	Beta sliding clamp
AKBHFGJF_00003	gene	1158	recF			
AKBHFGJF_00003	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
AKBHFGJF_00004	gene	516				
AKBHFGJF_00004	CDS	516				hypothetical protein
AKBHFGJF_00005	gene	2145	gyrB1			
AKBHFGJF_00005	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
AKBHFGJF_00006	gene	2517	gyrA1			
AKBHFGJF_00006	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
AKBHFGJF_00007	gene	915				
AKBHFGJF_00007	CDS	915				putative protein
AKBHFGJF_00008	gene	75				
AKBHFGJF_00008	tRNA	75				tRNA-Ile(gat)
AKBHFGJF_00009	gene	74				
AKBHFGJF_00009	tRNA	74				tRNA-Ala(tgc)
AKBHFGJF_00010	gene	108				
AKBHFGJF_00010	CDS	108				hypothetical protein
AKBHFGJF_00011	gene	438	cwsA			
AKBHFGJF_00011	CDS	438	cwsA			Cell wall synthesis protein CwsA
AKBHFGJF_00012	gene	549	ppiA			
AKBHFGJF_00012	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
AKBHFGJF_00013	gene	153				
AKBHFGJF_00013	CDS	153				hypothetical protein
AKBHFGJF_00014	gene	360				
AKBHFGJF_00014	CDS	360				hypothetical protein
AKBHFGJF_00015	gene	282	crgA			
AKBHFGJF_00015	CDS	282	crgA			Cell division protein CrgA
AKBHFGJF_00016	gene	744				
AKBHFGJF_00016	CDS	744				hypothetical protein
AKBHFGJF_00017	gene	699	trpG			
AKBHFGJF_00017	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
AKBHFGJF_00018	gene	1881	pknB			
AKBHFGJF_00018	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
AKBHFGJF_00019	gene	1296	pknA			
AKBHFGJF_00019	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
AKBHFGJF_00020	gene	1476	pbpA			
AKBHFGJF_00020	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
AKBHFGJF_00021	gene	1410	rodA			
AKBHFGJF_00021	CDS	1410	rodA		COG0772	putative FtsW-like protein
AKBHFGJF_00022	gene	1536	pstP			
AKBHFGJF_00022	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
AKBHFGJF_00023	gene	468	fhaB			
AKBHFGJF_00023	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
AKBHFGJF_00024	gene	1566	fhaA			
AKBHFGJF_00024	CDS	1566	fhaA		COG1716	FHA domain-containing protein FhaA
AKBHFGJF_00025	gene	85				
AKBHFGJF_00025	tRNA	85				tRNA-Leu(cag)
AKBHFGJF_00026	gene	270				
AKBHFGJF_00026	CDS	270				hypothetical protein
AKBHFGJF_00027	gene	969	IMPDH			
AKBHFGJF_00027	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
AKBHFGJF_00028	gene	420	whiB5			
AKBHFGJF_00028	CDS	420	whiB5			Transcriptional regulator WhiB5
AKBHFGJF_00029	gene	771				
AKBHFGJF_00029	CDS	771			COG1396	putative HTH-type transcriptional regulator
AKBHFGJF_00030	gene	846				
AKBHFGJF_00030	CDS	846				hypothetical protein
AKBHFGJF_00031	gene	363				
AKBHFGJF_00031	CDS	363				putative protein
AKBHFGJF_00032	gene	1434				
AKBHFGJF_00032	CDS	1434				hypothetical protein
AKBHFGJF_00033	gene	318				
AKBHFGJF_00033	CDS	318				hypothetical protein
AKBHFGJF_00034	gene	306				
AKBHFGJF_00034	CDS	306				putative protein
AKBHFGJF_00035	gene	144				
AKBHFGJF_00035	CDS	144				putative proteinA
AKBHFGJF_00036	gene	876				
AKBHFGJF_00036	CDS	876				hypothetical protein
AKBHFGJF_00037	gene	330				
AKBHFGJF_00037	CDS	330				putative protein
AKBHFGJF_00038	gene	1506	bioF2_1			
AKBHFGJF_00038	CDS	1506	bioF2_1	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
AKBHFGJF_00039	gene	813	bioF2_2			
AKBHFGJF_00039	CDS	813	bioF2_2	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
AKBHFGJF_00040	gene	264	acpP			
AKBHFGJF_00040	CDS	264	acpP			Acyl carrier protein
AKBHFGJF_00041	gene	396				
AKBHFGJF_00041	CDS	396			COG3631	putative protein
AKBHFGJF_00042	gene	1689	menE_1			
AKBHFGJF_00042	CDS	1689	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
AKBHFGJF_00043	gene	774				
AKBHFGJF_00043	CDS	774				putative protein
AKBHFGJF_00044	gene	1311				
AKBHFGJF_00044	CDS	1311			COG0477	putative MFS-type transporter
AKBHFGJF_00045	gene	633				
AKBHFGJF_00045	CDS	633				hypothetical protein
AKBHFGJF_00046	gene	348				
AKBHFGJF_00046	CDS	348				hypothetical protein
AKBHFGJF_00047	gene	933				
AKBHFGJF_00047	CDS	933				Proline-rich 28 kDa antigen
AKBHFGJF_00048	gene	2877	leuS			
AKBHFGJF_00048	CDS	2877	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
AKBHFGJF_00049	gene	627				
AKBHFGJF_00049	CDS	627				hypothetical protein
AKBHFGJF_00050	gene	735				
AKBHFGJF_00050	CDS	735			COG1802	putative HTH-type transcriptional regulator
AKBHFGJF_00051	gene	795	rutA			
AKBHFGJF_00051	CDS	795	rutA	1.14.99.46		Pyrimidine monooxygenase RutA
AKBHFGJF_00052	gene	897				
AKBHFGJF_00052	CDS	897		3.5.1.29		2-(acetamidomethylene)succinate hydrolase
AKBHFGJF_00053	gene	1104	ino1			
AKBHFGJF_00053	CDS	1104	ino1	5.5.1.4	COG1260	Inositol-3-phosphate synthase
AKBHFGJF_00054	gene	543				
AKBHFGJF_00054	CDS	543				hypothetical protein
AKBHFGJF_00055	gene	870				
AKBHFGJF_00055	CDS	870				putative protein
AKBHFGJF_00056	gene	414				
AKBHFGJF_00056	CDS	414				putative protein
AKBHFGJF_00057	gene	2472	ponA1			
AKBHFGJF_00057	CDS	2472	ponA1		COG0744	Penicillin-binding protein 1A
AKBHFGJF_00058	gene	1683				
AKBHFGJF_00058	CDS	1683				hypothetical protein
AKBHFGJF_00059	gene	639	inhA_1			
AKBHFGJF_00059	CDS	639	inhA_1	4.2.1.103		Isonitrile hydratase
AKBHFGJF_00060	gene	291	rpsF			
AKBHFGJF_00060	CDS	291	rpsF		COG0360	30S ribosomal protein S6
AKBHFGJF_00061	gene	495	ssb			
AKBHFGJF_00061	CDS	495	ssb		COG0629	Single-stranded DNA-binding protein
AKBHFGJF_00062	gene	255	rpsR1_1			
AKBHFGJF_00062	CDS	255	rpsR1_1		COG0238	30S ribosomal protein S18 1
AKBHFGJF_00063	gene	459	rplI			
AKBHFGJF_00063	CDS	459	rplI		COG0359	50S ribosomal protein L9
AKBHFGJF_00064	gene	522				
AKBHFGJF_00064	CDS	522				hypothetical protein
AKBHFGJF_00065	gene	2625	dnaB			
AKBHFGJF_00065	CDS	2625	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
AKBHFGJF_00066	gene	693				
AKBHFGJF_00066	CDS	693				hypothetical protein
AKBHFGJF_00067	gene	1059				
AKBHFGJF_00067	CDS	1059				hypothetical protein
AKBHFGJF_00068	gene	654				
AKBHFGJF_00068	CDS	654				hypothetical protein
AKBHFGJF_00069	gene	1014	cenA			
AKBHFGJF_00069	CDS	1014	cenA	3.2.1.4	COG5297	Endoglucanase A
AKBHFGJF_00070	gene	1440	yvdP			
AKBHFGJF_00070	CDS	1440	yvdP	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
AKBHFGJF_00071	gene	156				
AKBHFGJF_00071	CDS	156				hypothetical protein
AKBHFGJF_00072	gene	2940				
AKBHFGJF_00072	CDS	2940				hypothetical protein
AKBHFGJF_00073	gene	240				
AKBHFGJF_00073	CDS	240				hypothetical protein
AKBHFGJF_00074	gene	402	vapC9_1			
AKBHFGJF_00074	CDS	402	vapC9_1	3.1.-.-	COG4113	Ribonuclease VapC9
AKBHFGJF_00075	gene	2238	icd2			
AKBHFGJF_00075	CDS	2238	icd2	1.1.1.42		Isocitrate dehydrogenase [NADP] 2
AKBHFGJF_00076	gene	570				
AKBHFGJF_00076	CDS	570				hypothetical protein
AKBHFGJF_00077	gene	912				
AKBHFGJF_00077	CDS	912				hypothetical protein
AKBHFGJF_00078	gene	1386	sdaA			
AKBHFGJF_00078	CDS	1386	sdaA	4.3.1.17	COG1760	L-serine dehydratase
AKBHFGJF_00079	gene	1278	glyA2			
AKBHFGJF_00079	CDS	1278	glyA2	2.1.2.1	COG0112	Serine hydroxymethyltransferase 2
AKBHFGJF_00080	gene	91				
AKBHFGJF_00080	misc_RNA	91				Glycine
AKBHFGJF_00081	gene	699				
AKBHFGJF_00081	CDS	699				hypothetical protein
AKBHFGJF_00082	gene	99				
AKBHFGJF_00082	misc_RNA	99				Intron_gpII
AKBHFGJF_00083	gene	1050				
AKBHFGJF_00083	CDS	1050			COG0577	putative ABC transporter permease
AKBHFGJF_00084	gene	993				
AKBHFGJF_00084	CDS	993			COG0664	putative ABC transporter ATP-binding protein
AKBHFGJF_00085	gene	1236	hutI_1			
AKBHFGJF_00085	CDS	1236	hutI_1	3.5.2.7		Imidazolonepropionase
AKBHFGJF_00086	gene	1173	metC			
AKBHFGJF_00086	CDS	1173	metC	4.4.1.13	COG1168	Cystathionine beta-lyase
AKBHFGJF_00087	gene	390				
AKBHFGJF_00087	CDS	390				hypothetical protein
AKBHFGJF_00088	gene	831	oleB			
AKBHFGJF_00088	CDS	831	oleB	4.1.1.114	COG0596	Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase
AKBHFGJF_00089	gene	606	tetC			
AKBHFGJF_00089	CDS	606	tetC			Transposon Tn10 TetC protein
AKBHFGJF_00090	gene	594				
AKBHFGJF_00090	CDS	594				hypothetical protein
AKBHFGJF_00091	gene	207				
AKBHFGJF_00091	CDS	207				hypothetical protein
AKBHFGJF_00092	gene	822				
AKBHFGJF_00092	CDS	822				Dormancy associated translation inhibitor
AKBHFGJF_00093	gene	354				
AKBHFGJF_00093	CDS	354				putative protein
AKBHFGJF_00094	gene	345				
AKBHFGJF_00094	CDS	345			COG0640	putative HTH-type transcriptional regulator
AKBHFGJF_00095	gene	480	hycG			
AKBHFGJF_00095	CDS	480	hycG		COG3260	Formate hydrogenlyase subunit 7
AKBHFGJF_00096	gene	1923	hyfB			
AKBHFGJF_00096	CDS	1923	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
AKBHFGJF_00097	gene	951	hycD			
AKBHFGJF_00097	CDS	951	hycD		COG0650	Formate hydrogenlyase subunit 4
AKBHFGJF_00098	gene	663				
AKBHFGJF_00098	CDS	663				hypothetical protein
AKBHFGJF_00099	gene	1467	ndhB			
AKBHFGJF_00099	CDS	1467	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
AKBHFGJF_00100	gene	1476	hycE			
AKBHFGJF_00100	CDS	1476	hycE		COG3261	Formate hydrogenlyase subunit 5
AKBHFGJF_00101	gene	480				
AKBHFGJF_00101	CDS	480				putative protein
AKBHFGJF_00102	gene	594	COQ3_1			
AKBHFGJF_00102	CDS	594	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
AKBHFGJF_00103	gene	771				
AKBHFGJF_00103	CDS	771			COG3305	putative protein
AKBHFGJF_00104	gene	195				
AKBHFGJF_00104	CDS	195				hypothetical protein
AKBHFGJF_00105	gene	768	mtnN_1			
AKBHFGJF_00105	CDS	768	mtnN_1	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
AKBHFGJF_00106	gene	2286	ctpA			
AKBHFGJF_00106	CDS	2286	ctpA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
AKBHFGJF_00107	gene	711				
