locus_tag	ftype	length_bp	gene	EC_number	COG	product
COMINMEI_00001	gene	1491	dnaA			
COMINMEI_00001	CDS	1491	dnaA		COG0593	Chromosomal replication initiator protein DnaA
COMINMEI_00002	gene	327				
COMINMEI_00002	CDS	327				IS3 family transposase IS987
COMINMEI_00003	gene	885				
COMINMEI_00003	CDS	885				IS3 family transposase IS987
COMINMEI_00004	gene	1209	dnaN			
COMINMEI_00004	CDS	1209	dnaN		COG0592	Beta sliding clamp
COMINMEI_00005	gene	1158	recF			
COMINMEI_00005	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
COMINMEI_00006	gene	516				
COMINMEI_00006	CDS	516				hypothetical protein
COMINMEI_00007	gene	2145	gyrB1			
COMINMEI_00007	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
COMINMEI_00008	gene	2517	gyrA1			
COMINMEI_00008	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
COMINMEI_00009	gene	915				
COMINMEI_00009	CDS	915				putative protein
COMINMEI_00010	gene	75				
COMINMEI_00010	tRNA	75				tRNA-Ile(gat)
COMINMEI_00011	gene	74				
COMINMEI_00011	tRNA	74				tRNA-Ala(tgc)
COMINMEI_00012	gene	138				
COMINMEI_00012	CDS	138				hypothetical protein
COMINMEI_00013	gene	438	cwsA			
COMINMEI_00013	CDS	438	cwsA			Cell wall synthesis protein CwsA
COMINMEI_00014	gene	549	ppiA			
COMINMEI_00014	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
COMINMEI_00015	gene	153				
COMINMEI_00015	CDS	153				hypothetical protein
COMINMEI_00016	gene	360				
COMINMEI_00016	CDS	360				hypothetical protein
COMINMEI_00017	gene	282	crgA			
COMINMEI_00017	CDS	282	crgA			Cell division protein CrgA
COMINMEI_00018	gene	744				
COMINMEI_00018	CDS	744				hypothetical protein
COMINMEI_00019	gene	699	trpG			
COMINMEI_00019	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
COMINMEI_00020	gene	1881	pknB			
COMINMEI_00020	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
COMINMEI_00021	gene	1296	pknA			
COMINMEI_00021	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
COMINMEI_00022	gene	1476	pbpA			
COMINMEI_00022	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
COMINMEI_00023	gene	1410	rodA			
COMINMEI_00023	CDS	1410	rodA		COG0772	putative FtsW-like protein
COMINMEI_00024	gene	1536	pstP			
COMINMEI_00024	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
COMINMEI_00025	gene	468	fhaB			
COMINMEI_00025	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
COMINMEI_00026	gene	1566	fhaA			
COMINMEI_00026	CDS	1566	fhaA		COG1716	FHA domain-containing protein FhaA
COMINMEI_00027	gene	85				
COMINMEI_00027	tRNA	85				tRNA-Leu(cag)
COMINMEI_00028	gene	969	IMPDH			
COMINMEI_00028	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
COMINMEI_00029	gene	420	whiB5			
COMINMEI_00029	CDS	420	whiB5			Transcriptional regulator WhiB5
COMINMEI_00030	gene	771				
COMINMEI_00030	CDS	771			COG1396	putative HTH-type transcriptional regulator
COMINMEI_00031	gene	858				
COMINMEI_00031	CDS	858				hypothetical protein
COMINMEI_00032	gene	363				
COMINMEI_00032	CDS	363				putative protein
COMINMEI_00033	gene	1347				
COMINMEI_00033	CDS	1347				hypothetical protein
COMINMEI_00034	gene	318				
COMINMEI_00034	CDS	318				hypothetical protein
COMINMEI_00035	gene	306				
COMINMEI_00035	CDS	306				putative protein
COMINMEI_00036	gene	144				
COMINMEI_00036	CDS	144				putative proteinA
COMINMEI_00037	gene	876				
COMINMEI_00037	CDS	876				hypothetical protein
COMINMEI_00038	gene	330				
COMINMEI_00038	CDS	330				putative protein
COMINMEI_00039	gene	2316	bioF2			
COMINMEI_00039	CDS	2316	bioF2	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
COMINMEI_00040	gene	264	acpP			
COMINMEI_00040	CDS	264	acpP			Acyl carrier protein
COMINMEI_00041	gene	396				
COMINMEI_00041	CDS	396			COG3631	putative protein
COMINMEI_00042	gene	1689	menE_1			
COMINMEI_00042	CDS	1689	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
COMINMEI_00043	gene	774				
COMINMEI_00043	CDS	774				putative protein
COMINMEI_00044	gene	1311				
COMINMEI_00044	CDS	1311			COG0477	putative MFS-type transporter
COMINMEI_00045	gene	633				
COMINMEI_00045	CDS	633				hypothetical protein
COMINMEI_00046	gene	348				
COMINMEI_00046	CDS	348				hypothetical protein
COMINMEI_00047	gene	933				
COMINMEI_00047	CDS	933				Proline-rich 28 kDa antigen
COMINMEI_00048	gene	2877	leuS			
COMINMEI_00048	CDS	2877	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
COMINMEI_00049	gene	627				
COMINMEI_00049	CDS	627				hypothetical protein
COMINMEI_00050	gene	735				
COMINMEI_00050	CDS	735			COG1802	putative HTH-type transcriptional regulator
COMINMEI_00051	gene	795	rutA			
COMINMEI_00051	CDS	795	rutA	1.14.99.46		Pyrimidine monooxygenase RutA
COMINMEI_00052	gene	678				
COMINMEI_00052	CDS	678				hypothetical protein
COMINMEI_00053	gene	1104	ino1			
COMINMEI_00053	CDS	1104	ino1	5.5.1.4	COG1260	Inositol-3-phosphate synthase
COMINMEI_00054	gene	543				
COMINMEI_00054	CDS	543				hypothetical protein
COMINMEI_00055	gene	870				
COMINMEI_00055	CDS	870				putative protein
COMINMEI_00056	gene	414				
COMINMEI_00056	CDS	414				putative protein
COMINMEI_00057	gene	2472	ponA1			
COMINMEI_00057	CDS	2472	ponA1		COG0744	Penicillin-binding protein 1A
COMINMEI_00058	gene	1683				
COMINMEI_00058	CDS	1683				hypothetical protein
COMINMEI_00059	gene	639	inhA_1			
COMINMEI_00059	CDS	639	inhA_1	4.2.1.103		Isonitrile hydratase
COMINMEI_00060	gene	291	rpsF			
COMINMEI_00060	CDS	291	rpsF		COG0360	30S ribosomal protein S6
COMINMEI_00061	gene	495	ssb			
COMINMEI_00061	CDS	495	ssb		COG0629	Single-stranded DNA-binding protein
COMINMEI_00062	gene	255	rpsR1_1			
COMINMEI_00062	CDS	255	rpsR1_1		COG0238	30S ribosomal protein S18 1
COMINMEI_00063	gene	459	rplI			
COMINMEI_00063	CDS	459	rplI		COG0359	50S ribosomal protein L9
COMINMEI_00064	gene	522				
COMINMEI_00064	CDS	522				hypothetical protein
COMINMEI_00065	gene	2625	dnaB			
COMINMEI_00065	CDS	2625	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
COMINMEI_00066	gene	693				
COMINMEI_00066	CDS	693				hypothetical protein
COMINMEI_00067	gene	1059				
COMINMEI_00067	CDS	1059				hypothetical protein
COMINMEI_00068	gene	201				
COMINMEI_00068	CDS	201				hypothetical protein
COMINMEI_00069	gene	213				
COMINMEI_00069	CDS	213				hypothetical protein
COMINMEI_00070	gene	924	cenA			
COMINMEI_00070	CDS	924	cenA	3.2.1.4	COG5297	Endoglucanase A
COMINMEI_00071	gene	1461	yvdP			
COMINMEI_00071	CDS	1461	yvdP	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
COMINMEI_00072	gene	156				
COMINMEI_00072	CDS	156				hypothetical protein
COMINMEI_00073	gene	2940				
COMINMEI_00073	CDS	2940				hypothetical protein
COMINMEI_00074	gene	240				
COMINMEI_00074	CDS	240				hypothetical protein
COMINMEI_00075	gene	402	vapC9_1			
COMINMEI_00075	CDS	402	vapC9_1	3.1.-.-	COG4113	Ribonuclease VapC9
COMINMEI_00076	gene	2238	icd2			
COMINMEI_00076	CDS	2238	icd2	1.1.1.42		Isocitrate dehydrogenase [NADP] 2
COMINMEI_00077	gene	570				
COMINMEI_00077	CDS	570				hypothetical protein
COMINMEI_00078	gene	912				
COMINMEI_00078	CDS	912				hypothetical protein
COMINMEI_00079	gene	1386	sdaA			
COMINMEI_00079	CDS	1386	sdaA	4.3.1.17	COG1760	L-serine dehydratase
COMINMEI_00080	gene	1278	glyA2			
COMINMEI_00080	CDS	1278	glyA2	2.1.2.1	COG0112	Serine hydroxymethyltransferase 2
COMINMEI_00081	gene	91				
COMINMEI_00081	misc_RNA	91				Glycine
COMINMEI_00082	gene	1050	hutI_1			
COMINMEI_00082	CDS	1050	hutI_1	3.5.2.7		Imidazolonepropionase
COMINMEI_00083	gene	1173	metC			
COMINMEI_00083	CDS	1173	metC	4.4.1.13	COG1168	Cystathionine beta-lyase
COMINMEI_00084	gene	390				
COMINMEI_00084	CDS	390				hypothetical protein
COMINMEI_00085	gene	372				
COMINMEI_00085	CDS	372				hypothetical protein
COMINMEI_00086	gene	459	dhmA			
COMINMEI_00086	CDS	459	dhmA	3.8.1.5	COG0596	Haloalkane dehalogenase
COMINMEI_00087	gene	606	tetC			
COMINMEI_00087	CDS	606	tetC			Transposon Tn10 TetC protein
COMINMEI_00088	gene	594				
COMINMEI_00088	CDS	594				hypothetical protein
COMINMEI_00089	gene	207				
COMINMEI_00089	CDS	207				hypothetical protein
COMINMEI_00090	gene	822				
COMINMEI_00090	CDS	822				Dormancy associated translation inhibitor
COMINMEI_00091	gene	459				
COMINMEI_00091	CDS	459				putative protein
COMINMEI_00092	gene	345				
COMINMEI_00092	CDS	345			COG0640	putative HTH-type transcriptional regulator
COMINMEI_00093	gene	480	hycG			
COMINMEI_00093	CDS	480	hycG		COG3260	Formate hydrogenlyase subunit 7
COMINMEI_00094	gene	1923	hyfB			
COMINMEI_00094	CDS	1923	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
COMINMEI_00095	gene	951	hycD			
COMINMEI_00095	CDS	951	hycD		COG0650	Formate hydrogenlyase subunit 4
COMINMEI_00096	gene	663				
COMINMEI_00096	CDS	663				hypothetical protein
