locus_tag	ftype	length_bp	gene	EC_number	COG	product
OIANGJPO_00001	gene	1491	dnaA			
OIANGJPO_00001	CDS	1491	dnaA		COG0593	Chromosomal replication initiator protein DnaA
OIANGJPO_00002	gene	1209	dnaN			
OIANGJPO_00002	CDS	1209	dnaN		COG0592	Beta sliding clamp
OIANGJPO_00003	gene	1158	recF			
OIANGJPO_00003	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
OIANGJPO_00004	gene	516				
OIANGJPO_00004	CDS	516				hypothetical protein
OIANGJPO_00005	gene	2145	gyrB1			
OIANGJPO_00005	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
OIANGJPO_00006	gene	2517	gyrA1			
OIANGJPO_00006	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
OIANGJPO_00007	gene	198				
OIANGJPO_00007	CDS	198				hypothetical protein
OIANGJPO_00008	gene	306				
OIANGJPO_00008	CDS	306				putative protein
OIANGJPO_00009	gene	75				
OIANGJPO_00009	tRNA	75				tRNA-Ile(gat)
OIANGJPO_00010	gene	74				
OIANGJPO_00010	tRNA	74				tRNA-Ala(tgc)
OIANGJPO_00011	gene	138				
OIANGJPO_00011	CDS	138				hypothetical protein
OIANGJPO_00012	gene	438	cwsA			
OIANGJPO_00012	CDS	438	cwsA			Cell wall synthesis protein CwsA
OIANGJPO_00013	gene	549	ppiA			
OIANGJPO_00013	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
OIANGJPO_00014	gene	153				
OIANGJPO_00014	CDS	153				hypothetical protein
OIANGJPO_00015	gene	360				
OIANGJPO_00015	CDS	360				hypothetical protein
OIANGJPO_00016	gene	282	crgA			
OIANGJPO_00016	CDS	282	crgA			Cell division protein CrgA
OIANGJPO_00017	gene	744				
OIANGJPO_00017	CDS	744				hypothetical protein
OIANGJPO_00018	gene	699	trpG			
OIANGJPO_00018	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
OIANGJPO_00019	gene	1881	pknB			
OIANGJPO_00019	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
OIANGJPO_00020	gene	1296	pknA			
OIANGJPO_00020	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
OIANGJPO_00021	gene	1476	pbpA			
OIANGJPO_00021	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
OIANGJPO_00022	gene	1410	rodA			
OIANGJPO_00022	CDS	1410	rodA		COG0772	putative FtsW-like protein
OIANGJPO_00023	gene	1536	pstP			
OIANGJPO_00023	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
OIANGJPO_00024	gene	468	fhaB			
OIANGJPO_00024	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
OIANGJPO_00025	gene	1584	fhaA			
OIANGJPO_00025	CDS	1584	fhaA		COG1716	FHA domain-containing protein FhaA
OIANGJPO_00026	gene	85				
OIANGJPO_00026	tRNA	85				tRNA-Leu(cag)
OIANGJPO_00027	gene	270				
OIANGJPO_00027	CDS	270				hypothetical protein
OIANGJPO_00028	gene	969	IMPDH			
OIANGJPO_00028	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
OIANGJPO_00029	gene	420	whiB5			
OIANGJPO_00029	CDS	420	whiB5			Transcriptional regulator WhiB5
OIANGJPO_00030	gene	771				
OIANGJPO_00030	CDS	771			COG1396	putative HTH-type transcriptional regulator
OIANGJPO_00031	gene	846				
OIANGJPO_00031	CDS	846				hypothetical protein
OIANGJPO_00032	gene	363				
OIANGJPO_00032	CDS	363				putative protein
OIANGJPO_00033	gene	1347				
OIANGJPO_00033	CDS	1347				hypothetical protein
OIANGJPO_00034	gene	318				
OIANGJPO_00034	CDS	318				hypothetical protein
OIANGJPO_00035	gene	306				
OIANGJPO_00035	CDS	306				putative protein
OIANGJPO_00036	gene	144				
OIANGJPO_00036	CDS	144				putative proteinA
OIANGJPO_00037	gene	876				
OIANGJPO_00037	CDS	876				hypothetical protein
OIANGJPO_00038	gene	330				
OIANGJPO_00038	CDS	330				putative protein
OIANGJPO_00039	gene	2316	bioF2			
OIANGJPO_00039	CDS	2316	bioF2	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
OIANGJPO_00040	gene	264	acpP			
OIANGJPO_00040	CDS	264	acpP			Acyl carrier protein
OIANGJPO_00041	gene	396				
OIANGJPO_00041	CDS	396			COG3631	putative protein
OIANGJPO_00042	gene	1689	menE_1			
OIANGJPO_00042	CDS	1689	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
OIANGJPO_00043	gene	774				
OIANGJPO_00043	CDS	774				putative protein
OIANGJPO_00044	gene	1311				
OIANGJPO_00044	CDS	1311			COG0477	putative MFS-type transporter
OIANGJPO_00045	gene	633				
OIANGJPO_00045	CDS	633				hypothetical protein
OIANGJPO_00046	gene	348				
OIANGJPO_00046	CDS	348				hypothetical protein
OIANGJPO_00047	gene	933				
OIANGJPO_00047	CDS	933				Proline-rich 28 kDa antigen
OIANGJPO_00048	gene	2877	leuS			
OIANGJPO_00048	CDS	2877	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
OIANGJPO_00049	gene	627				
OIANGJPO_00049	CDS	627				hypothetical protein
OIANGJPO_00050	gene	735				
OIANGJPO_00050	CDS	735			COG1802	putative HTH-type transcriptional regulator
OIANGJPO_00051	gene	795	rutA			
OIANGJPO_00051	CDS	795	rutA	1.14.99.46		Pyrimidine monooxygenase RutA
OIANGJPO_00052	gene	897				
OIANGJPO_00052	CDS	897		3.5.1.29		2-(acetamidomethylene)succinate hydrolase
OIANGJPO_00053	gene	1104	ino1			
OIANGJPO_00053	CDS	1104	ino1	5.5.1.4	COG1260	Inositol-3-phosphate synthase
