locus_tag	ftype	length_bp	gene	EC_number	COG	product
FPIEBKJD_00001	gene	1491	dnaA			
FPIEBKJD_00001	CDS	1491	dnaA		COG0593	Chromosomal replication initiator protein DnaA
FPIEBKJD_00002	gene	327				
FPIEBKJD_00002	CDS	327				IS3 family transposase IS987
FPIEBKJD_00003	gene	885				
FPIEBKJD_00003	CDS	885				IS3 family transposase IS987
FPIEBKJD_00004	gene	1209	dnaN			
FPIEBKJD_00004	CDS	1209	dnaN		COG0592	Beta sliding clamp
FPIEBKJD_00005	gene	1158	recF			
FPIEBKJD_00005	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
FPIEBKJD_00006	gene	516				
FPIEBKJD_00006	CDS	516				hypothetical protein
FPIEBKJD_00007	gene	2145	gyrB1			
FPIEBKJD_00007	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
FPIEBKJD_00008	gene	2517	gyrA1			
FPIEBKJD_00008	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
FPIEBKJD_00009	gene	198				
FPIEBKJD_00009	CDS	198				hypothetical protein
FPIEBKJD_00010	gene	306				
FPIEBKJD_00010	CDS	306				putative protein
FPIEBKJD_00011	gene	75				
FPIEBKJD_00011	tRNA	75				tRNA-Ile(gat)
FPIEBKJD_00012	gene	74				
FPIEBKJD_00012	tRNA	74				tRNA-Ala(tgc)
FPIEBKJD_00013	gene	138				
FPIEBKJD_00013	CDS	138				hypothetical protein
FPIEBKJD_00014	gene	438	cwsA			
FPIEBKJD_00014	CDS	438	cwsA			Cell wall synthesis protein CwsA
FPIEBKJD_00015	gene	549	ppiA			
FPIEBKJD_00015	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
FPIEBKJD_00016	gene	153				
FPIEBKJD_00016	CDS	153				hypothetical protein
FPIEBKJD_00017	gene	360				
FPIEBKJD_00017	CDS	360				hypothetical protein
FPIEBKJD_00018	gene	282	crgA			
FPIEBKJD_00018	CDS	282	crgA			Cell division protein CrgA
FPIEBKJD_00019	gene	744				
FPIEBKJD_00019	CDS	744				hypothetical protein
FPIEBKJD_00020	gene	699	trpG			
FPIEBKJD_00020	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
FPIEBKJD_00021	gene	1881	pknB			
FPIEBKJD_00021	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
FPIEBKJD_00022	gene	1296	pknA			
FPIEBKJD_00022	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
FPIEBKJD_00023	gene	1476	pbpA			
FPIEBKJD_00023	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
FPIEBKJD_00024	gene	1410	rodA			
FPIEBKJD_00024	CDS	1410	rodA		COG0772	putative FtsW-like protein
FPIEBKJD_00025	gene	1536	pstP			
FPIEBKJD_00025	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
FPIEBKJD_00026	gene	468	fhaB			
FPIEBKJD_00026	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
FPIEBKJD_00027	gene	1566	fhaA			
FPIEBKJD_00027	CDS	1566	fhaA		COG1716	FHA domain-containing protein FhaA
FPIEBKJD_00028	gene	85				
FPIEBKJD_00028	tRNA	85				tRNA-Leu(cag)
FPIEBKJD_00029	gene	270				
FPIEBKJD_00029	CDS	270				hypothetical protein
FPIEBKJD_00030	gene	969	IMPDH			
FPIEBKJD_00030	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
FPIEBKJD_00031	gene	420	whiB5			
FPIEBKJD_00031	CDS	420	whiB5			Transcriptional regulator WhiB5
FPIEBKJD_00032	gene	771				
FPIEBKJD_00032	CDS	771			COG1396	putative HTH-type transcriptional regulator
FPIEBKJD_00033	gene	858				
FPIEBKJD_00033	CDS	858				hypothetical protein
FPIEBKJD_00034	gene	363				
FPIEBKJD_00034	CDS	363				putative protein
FPIEBKJD_00035	gene	1347				
FPIEBKJD_00035	CDS	1347				hypothetical protein
FPIEBKJD_00036	gene	318				
FPIEBKJD_00036	CDS	318				hypothetical protein
FPIEBKJD_00037	gene	306				
FPIEBKJD_00037	CDS	306				putative protein
FPIEBKJD_00038	gene	144				
