locus_tag	ftype	length_bp	gene	EC_number	COG	product
KDFOBKDE_00001	gene	1491	dnaA			
KDFOBKDE_00001	CDS	1491	dnaA		COG0593	Chromosomal replication initiator protein DnaA
KDFOBKDE_00002	gene	327				
KDFOBKDE_00002	CDS	327				IS3 family transposase IS987
KDFOBKDE_00003	gene	885				
KDFOBKDE_00003	CDS	885				IS3 family transposase IS987
KDFOBKDE_00004	gene	1209	dnaN			
KDFOBKDE_00004	CDS	1209	dnaN		COG0592	Beta sliding clamp
KDFOBKDE_00005	gene	1158	recF			
KDFOBKDE_00005	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
KDFOBKDE_00006	gene	516				
KDFOBKDE_00006	CDS	516				hypothetical protein
KDFOBKDE_00007	gene	2145	gyrB1			
KDFOBKDE_00007	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
KDFOBKDE_00008	gene	2517	gyrA1			
KDFOBKDE_00008	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
KDFOBKDE_00009	gene	198				
KDFOBKDE_00009	CDS	198				hypothetical protein
KDFOBKDE_00010	gene	306				
KDFOBKDE_00010	CDS	306				putative protein
KDFOBKDE_00011	gene	75				
KDFOBKDE_00011	tRNA	75				tRNA-Ile(gat)
KDFOBKDE_00012	gene	74				
KDFOBKDE_00012	tRNA	74				tRNA-Ala(tgc)
KDFOBKDE_00013	gene	108				
KDFOBKDE_00013	CDS	108				hypothetical protein
KDFOBKDE_00014	gene	438	cwsA			
KDFOBKDE_00014	CDS	438	cwsA			Cell wall synthesis protein CwsA
KDFOBKDE_00015	gene	549	ppiA			
KDFOBKDE_00015	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
KDFOBKDE_00016	gene	153				
KDFOBKDE_00016	CDS	153				hypothetical protein
KDFOBKDE_00017	gene	360				
KDFOBKDE_00017	CDS	360				hypothetical protein
KDFOBKDE_00018	gene	282	crgA			
KDFOBKDE_00018	CDS	282	crgA			Cell division protein CrgA
KDFOBKDE_00019	gene	744				
KDFOBKDE_00019	CDS	744				hypothetical protein
KDFOBKDE_00020	gene	699	trpG			
KDFOBKDE_00020	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
KDFOBKDE_00021	gene	1881	pknB			
KDFOBKDE_00021	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
KDFOBKDE_00022	gene	1296	pknA			
KDFOBKDE_00022	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
KDFOBKDE_00023	gene	1476	pbpA			
KDFOBKDE_00023	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
KDFOBKDE_00024	gene	1410	rodA			
KDFOBKDE_00024	CDS	1410	rodA		COG0772	putative FtsW-like protein
KDFOBKDE_00025	gene	1536	pstP			
KDFOBKDE_00025	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
KDFOBKDE_00026	gene	468	fhaB			
KDFOBKDE_00026	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
KDFOBKDE_00027	gene	1584	fhaA			
KDFOBKDE_00027	CDS	1584	fhaA		COG1716	FHA domain-containing protein FhaA
KDFOBKDE_00028	gene	85				
KDFOBKDE_00028	tRNA	85				tRNA-Leu(cag)
KDFOBKDE_00029	gene	270				
KDFOBKDE_00029	CDS	270				hypothetical protein
KDFOBKDE_00030	gene	969	IMPDH			
KDFOBKDE_00030	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
KDFOBKDE_00031	gene	420	whiB5			
KDFOBKDE_00031	CDS	420	whiB5			Transcriptional regulator WhiB5
KDFOBKDE_00032	gene	771				
KDFOBKDE_00032	CDS	771			COG1396	putative HTH-type transcriptional regulator
KDFOBKDE_00033	gene	846				
KDFOBKDE_00033	CDS	846				hypothetical protein
KDFOBKDE_00034	gene	363				
KDFOBKDE_00034	CDS	363				putative protein
KDFOBKDE_00035	gene	1428				
KDFOBKDE_00035	CDS	1428				hypothetical protein
KDFOBKDE_00036	gene	318				
KDFOBKDE_00036	CDS	318				hypothetical protein
KDFOBKDE_00037	gene	306				
KDFOBKDE_00037	CDS	306				putative protein
KDFOBKDE_00038	gene	144				
KDFOBKDE_00038	CDS	144				putative proteinA
KDFOBKDE_00039	gene	876				
KDFOBKDE_00039	CDS	876				hypothetical protein
KDFOBKDE_00040	gene	330				
KDFOBKDE_00040	CDS	330				putative protein
KDFOBKDE_00041	gene	1506	bioF2_1			
KDFOBKDE_00041	CDS	1506	bioF2_1	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
KDFOBKDE_00042	gene	813	bioF2_2			
KDFOBKDE_00042	CDS	813	bioF2_2	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
KDFOBKDE_00043	gene	264	acpP			
KDFOBKDE_00043	CDS	264	acpP			Acyl carrier protein
KDFOBKDE_00044	gene	396				
KDFOBKDE_00044	CDS	396			COG3631	putative protein
KDFOBKDE_00045	gene	1689	menE_1			
KDFOBKDE_00045	CDS	1689	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
KDFOBKDE_00046	gene	774				
KDFOBKDE_00046	CDS	774				putative protein
KDFOBKDE_00047	gene	1311				
KDFOBKDE_00047	CDS	1311			COG0477	putative MFS-type transporter
KDFOBKDE_00048	gene	633				
KDFOBKDE_00048	CDS	633				hypothetical protein
KDFOBKDE_00049	gene	348				
KDFOBKDE_00049	CDS	348				hypothetical protein
KDFOBKDE_00050	gene	933				
KDFOBKDE_00050	CDS	933				Proline-rich 28 kDa antigen
KDFOBKDE_00051	gene	2877	leuS			
KDFOBKDE_00051	CDS	2877	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
KDFOBKDE_00052	gene	627				
KDFOBKDE_00052	CDS	627				hypothetical protein
KDFOBKDE_00053	gene	735				
KDFOBKDE_00053	CDS	735			COG1802	putative HTH-type transcriptional regulator
KDFOBKDE_00054	gene	795	rutA			
KDFOBKDE_00054	CDS	795	rutA	1.14.99.46		Pyrimidine monooxygenase RutA
KDFOBKDE_00055	gene	897				
KDFOBKDE_00055	CDS	897		3.5.1.29		2-(acetamidomethylene)succinate hydrolase
KDFOBKDE_00056	gene	1104	ino1			
