locus_tag	ftype	length_bp	gene	EC_number	COG	product
FAJIFBBC_00001	gene	1188	dnaA			
FAJIFBBC_00001	CDS	1188	dnaA		COG0593	Chromosomal replication initiator protein DnaA
FAJIFBBC_00002	gene	1209	dnaN			
FAJIFBBC_00002	CDS	1209	dnaN		COG0592	Beta sliding clamp
FAJIFBBC_00003	gene	1158	recF			
FAJIFBBC_00003	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
FAJIFBBC_00004	gene	516				
FAJIFBBC_00004	CDS	516				hypothetical protein
FAJIFBBC_00005	gene	2145	gyrB1			
FAJIFBBC_00005	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
FAJIFBBC_00006	gene	2517	gyrA1			
FAJIFBBC_00006	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
FAJIFBBC_00007	gene	915				
FAJIFBBC_00007	CDS	915				putative protein
FAJIFBBC_00008	gene	75				
FAJIFBBC_00008	tRNA	75				tRNA-Ile(gat)
FAJIFBBC_00009	gene	74				
FAJIFBBC_00009	tRNA	74				tRNA-Ala(tgc)
FAJIFBBC_00010	gene	108				
FAJIFBBC_00010	CDS	108				hypothetical protein
FAJIFBBC_00011	gene	138				
FAJIFBBC_00011	CDS	138				hypothetical protein
FAJIFBBC_00012	gene	438	cwsA			
FAJIFBBC_00012	CDS	438	cwsA			Cell wall synthesis protein CwsA
FAJIFBBC_00013	gene	549	ppiA			
FAJIFBBC_00013	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
FAJIFBBC_00014	gene	153				
FAJIFBBC_00014	CDS	153				hypothetical protein
FAJIFBBC_00015	gene	360				
FAJIFBBC_00015	CDS	360				hypothetical protein
FAJIFBBC_00016	gene	282	crgA			
FAJIFBBC_00016	CDS	282	crgA			Cell division protein CrgA
FAJIFBBC_00017	gene	744				
FAJIFBBC_00017	CDS	744				hypothetical protein
FAJIFBBC_00018	gene	699	trpG			
FAJIFBBC_00018	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
FAJIFBBC_00019	gene	1881	pknB			
FAJIFBBC_00019	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
FAJIFBBC_00020	gene	1296	pknA			
FAJIFBBC_00020	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
FAJIFBBC_00021	gene	1476	pbpA			
FAJIFBBC_00021	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
FAJIFBBC_00022	gene	1410	rodA			
FAJIFBBC_00022	CDS	1410	rodA		COG0772	putative FtsW-like protein
FAJIFBBC_00023	gene	1536	pstP			
FAJIFBBC_00023	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
FAJIFBBC_00024	gene	468	fhaB			
FAJIFBBC_00024	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
FAJIFBBC_00025	gene	1566	fhaA			
FAJIFBBC_00025	CDS	1566	fhaA		COG1716	FHA domain-containing protein FhaA
FAJIFBBC_00026	gene	85				
FAJIFBBC_00026	tRNA	85				tRNA-Leu(cag)
FAJIFBBC_00027	gene	777				
FAJIFBBC_00027	CDS	777				hypothetical protein
FAJIFBBC_00028	gene	420	whiB5			
FAJIFBBC_00028	CDS	420	whiB5			Transcriptional regulator WhiB5
FAJIFBBC_00029	gene	771				
FAJIFBBC_00029	CDS	771			COG1396	putative HTH-type transcriptional regulator
FAJIFBBC_00030	gene	846				
FAJIFBBC_00030	CDS	846				hypothetical protein
FAJIFBBC_00031	gene	363				
FAJIFBBC_00031	CDS	363				putative protein
FAJIFBBC_00032	gene	1347				
FAJIFBBC_00032	CDS	1347				hypothetical protein
FAJIFBBC_00033	gene	318				
