locus_tag	ftype	length_bp	gene	EC_number	COG	product
MDIEFJAG_00001	gene	1491	dnaA			
MDIEFJAG_00001	CDS	1491	dnaA		COG0593	Chromosomal replication initiator protein DnaA
MDIEFJAG_00002	gene	1209	dnaN			
MDIEFJAG_00002	CDS	1209	dnaN		COG0592	Beta sliding clamp
MDIEFJAG_00003	gene	1158	recF			
MDIEFJAG_00003	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
MDIEFJAG_00004	gene	516				
MDIEFJAG_00004	CDS	516				hypothetical protein
MDIEFJAG_00005	gene	2145	gyrB1			
MDIEFJAG_00005	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
MDIEFJAG_00006	gene	2517	gyrA1			
MDIEFJAG_00006	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
MDIEFJAG_00007	gene	198				
MDIEFJAG_00007	CDS	198				hypothetical protein
MDIEFJAG_00008	gene	306				
MDIEFJAG_00008	CDS	306				putative protein
MDIEFJAG_00009	gene	75				
MDIEFJAG_00009	tRNA	75				tRNA-Ile(gat)
MDIEFJAG_00010	gene	74				
MDIEFJAG_00010	tRNA	74				tRNA-Ala(tgc)
MDIEFJAG_00011	gene	438	cwsA			
MDIEFJAG_00011	CDS	438	cwsA			Cell wall synthesis protein CwsA
MDIEFJAG_00012	gene	549	ppiA			
MDIEFJAG_00012	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
MDIEFJAG_00013	gene	153				
MDIEFJAG_00013	CDS	153				hypothetical protein
MDIEFJAG_00014	gene	360				
MDIEFJAG_00014	CDS	360				hypothetical protein
MDIEFJAG_00015	gene	282	crgA			
MDIEFJAG_00015	CDS	282	crgA			Cell division protein CrgA
MDIEFJAG_00016	gene	744				
MDIEFJAG_00016	CDS	744				hypothetical protein
MDIEFJAG_00017	gene	699	trpG			
MDIEFJAG_00017	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
MDIEFJAG_00018	gene	1881	pknB			
MDIEFJAG_00018	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
MDIEFJAG_00019	gene	1296	pknA			
MDIEFJAG_00019	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
MDIEFJAG_00020	gene	1476	pbpA			
MDIEFJAG_00020	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
MDIEFJAG_00021	gene	1410	rodA			
MDIEFJAG_00021	CDS	1410	rodA		COG0772	putative FtsW-like protein
MDIEFJAG_00022	gene	1536	pstP			
MDIEFJAG_00022	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
MDIEFJAG_00023	gene	468	fhaB			
MDIEFJAG_00023	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
MDIEFJAG_00024	gene	1566	fhaA			
MDIEFJAG_00024	CDS	1566	fhaA		COG1716	FHA domain-containing protein FhaA
MDIEFJAG_00025	gene	85				
MDIEFJAG_00025	tRNA	85				tRNA-Leu(cag)
MDIEFJAG_00026	gene	969	IMPDH			
MDIEFJAG_00026	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
MDIEFJAG_00027	gene	420	whiB5			
MDIEFJAG_00027	CDS	420	whiB5			Transcriptional regulator WhiB5
MDIEFJAG_00028	gene	771				
MDIEFJAG_00028	CDS	771			COG1396	putative HTH-type transcriptional regulator
MDIEFJAG_00029	gene	846				
MDIEFJAG_00029	CDS	846				hypothetical protein
MDIEFJAG_00030	gene	363				
MDIEFJAG_00030	CDS	363				putative protein
MDIEFJAG_00031	gene	1434				
MDIEFJAG_00031	CDS	1434				hypothetical protein
MDIEFJAG_00032	gene	318				
MDIEFJAG_00032	CDS	318				hypothetical protein
MDIEFJAG_00033	gene	306				
MDIEFJAG_00033	CDS	306				putative protein
MDIEFJAG_00034	gene	144				
MDIEFJAG_00034	CDS	144				putative proteinA
MDIEFJAG_00035	gene	876				
MDIEFJAG_00035	CDS	876				hypothetical protein
MDIEFJAG_00036	gene	330				
MDIEFJAG_00036	CDS	330				putative protein
MDIEFJAG_00037	gene	2316	bioF2			
