locus_tag	ftype	length_bp	gene	EC_number	COG	product
DDJPKCBF_00001	gene	1491	dnaA			
DDJPKCBF_00001	CDS	1491	dnaA		COG0593	Chromosomal replication initiator protein DnaA
DDJPKCBF_00002	gene	1209	dnaN			
DDJPKCBF_00002	CDS	1209	dnaN		COG0592	Beta sliding clamp
DDJPKCBF_00003	gene	1158	recF			
DDJPKCBF_00003	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
DDJPKCBF_00004	gene	516				
DDJPKCBF_00004	CDS	516				hypothetical protein
DDJPKCBF_00005	gene	2145	gyrB1			
DDJPKCBF_00005	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
DDJPKCBF_00006	gene	2517	gyrA1			
DDJPKCBF_00006	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
DDJPKCBF_00007	gene	198				
DDJPKCBF_00007	CDS	198				hypothetical protein
DDJPKCBF_00008	gene	306				
DDJPKCBF_00008	CDS	306				putative protein
DDJPKCBF_00009	gene	75				
DDJPKCBF_00009	tRNA	75				tRNA-Ile(gat)
DDJPKCBF_00010	gene	74				
DDJPKCBF_00010	tRNA	74				tRNA-Ala(tgc)
DDJPKCBF_00011	gene	138				
DDJPKCBF_00011	CDS	138				hypothetical protein
DDJPKCBF_00012	gene	438	cwsA			
DDJPKCBF_00012	CDS	438	cwsA			Cell wall synthesis protein CwsA
DDJPKCBF_00013	gene	549	ppiA			
DDJPKCBF_00013	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
DDJPKCBF_00014	gene	153				
DDJPKCBF_00014	CDS	153				hypothetical protein
DDJPKCBF_00015	gene	270				
DDJPKCBF_00015	CDS	270				hypothetical protein
DDJPKCBF_00016	gene	282	crgA			
DDJPKCBF_00016	CDS	282	crgA			Cell division protein CrgA
DDJPKCBF_00017	gene	744				
DDJPKCBF_00017	CDS	744				hypothetical protein
DDJPKCBF_00018	gene	699	trpG			
DDJPKCBF_00018	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
DDJPKCBF_00019	gene	1881	pknB			
DDJPKCBF_00019	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
DDJPKCBF_00020	gene	1293	pknA			
DDJPKCBF_00020	CDS	1293	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
DDJPKCBF_00021	gene	1476	pbpA			
DDJPKCBF_00021	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
DDJPKCBF_00022	gene	1410	rodA			
DDJPKCBF_00022	CDS	1410	rodA		COG0772	putative FtsW-like protein
DDJPKCBF_00023	gene	1536	pstP			
DDJPKCBF_00023	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
DDJPKCBF_00024	gene	468	fhaB			
DDJPKCBF_00024	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
DDJPKCBF_00025	gene	1566	fhaA			
DDJPKCBF_00025	CDS	1566	fhaA		COG1716	FHA domain-containing protein FhaA
DDJPKCBF_00026	gene	85				
DDJPKCBF_00026	tRNA	85				tRNA-Leu(cag)
DDJPKCBF_00027	gene	969	IMPDH			
DDJPKCBF_00027	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
DDJPKCBF_00028	gene	420	whiB5			
DDJPKCBF_00028	CDS	420	whiB5			Transcriptional regulator WhiB5
DDJPKCBF_00029	gene	771				
DDJPKCBF_00029	CDS	771			COG1396	putative HTH-type transcriptional regulator
DDJPKCBF_00030	gene	834				
DDJPKCBF_00030	CDS	834				hypothetical protein
DDJPKCBF_00031	gene	363				
DDJPKCBF_00031	CDS	363				putative protein
DDJPKCBF_00032	gene	1434				
DDJPKCBF_00032	CDS	1434				hypothetical protein
DDJPKCBF_00033	gene	318				
DDJPKCBF_00033	CDS	318				hypothetical protein
DDJPKCBF_00034	gene	306				
DDJPKCBF_00034	CDS	306				putative protein
DDJPKCBF_00035	gene	144				
DDJPKCBF_00035	CDS	144				putative proteinA
DDJPKCBF_00036	gene	876				
DDJPKCBF_00036	CDS	876				hypothetical protein
DDJPKCBF_00037	gene	330				
DDJPKCBF_00037	CDS	330				putative protein
DDJPKCBF_00038	gene	2316	bioF2			
DDJPKCBF_00038	CDS	2316	bioF2	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
DDJPKCBF_00039	gene	264	acpP			
DDJPKCBF_00039	CDS	264	acpP			Acyl carrier protein
DDJPKCBF_00040	gene	396				
DDJPKCBF_00040	CDS	396			COG3631	putative protein
