locus_tag	ftype	length_bp	gene	EC_number	COG	product
LDMKNKNN_00001	gene	1188	dnaA			
LDMKNKNN_00001	CDS	1188	dnaA		COG0593	Chromosomal replication initiator protein DnaA
LDMKNKNN_00002	gene	1209	dnaN			
LDMKNKNN_00002	CDS	1209	dnaN		COG0592	Beta sliding clamp
LDMKNKNN_00003	gene	1158	recF			
LDMKNKNN_00003	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
LDMKNKNN_00004	gene	516				
LDMKNKNN_00004	CDS	516				hypothetical protein
LDMKNKNN_00005	gene	2145	gyrB1			
LDMKNKNN_00005	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
LDMKNKNN_00006	gene	2517	gyrA1			
LDMKNKNN_00006	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
LDMKNKNN_00007	gene	915				
LDMKNKNN_00007	CDS	915				putative protein
LDMKNKNN_00008	gene	75				
LDMKNKNN_00008	tRNA	75				tRNA-Ile(gat)
LDMKNKNN_00009	gene	74				
LDMKNKNN_00009	tRNA	74				tRNA-Ala(tgc)
LDMKNKNN_00010	gene	108				
LDMKNKNN_00010	CDS	108				hypothetical protein
LDMKNKNN_00011	gene	438	cwsA			
LDMKNKNN_00011	CDS	438	cwsA			Cell wall synthesis protein CwsA
LDMKNKNN_00012	gene	549	ppiA			
LDMKNKNN_00012	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
LDMKNKNN_00013	gene	153				
LDMKNKNN_00013	CDS	153				hypothetical protein
LDMKNKNN_00014	gene	360				
LDMKNKNN_00014	CDS	360				hypothetical protein
LDMKNKNN_00015	gene	282	crgA			
LDMKNKNN_00015	CDS	282	crgA			Cell division protein CrgA
LDMKNKNN_00016	gene	744				
LDMKNKNN_00016	CDS	744				hypothetical protein
LDMKNKNN_00017	gene	699	trpG			
LDMKNKNN_00017	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
LDMKNKNN_00018	gene	1881	pknB			
LDMKNKNN_00018	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
LDMKNKNN_00019	gene	1296	pknA			
LDMKNKNN_00019	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
LDMKNKNN_00020	gene	1476	pbpA			
LDMKNKNN_00020	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
LDMKNKNN_00021	gene	1410	rodA			
LDMKNKNN_00021	CDS	1410	rodA		COG0772	putative FtsW-like protein
LDMKNKNN_00022	gene	1536	pstP			
LDMKNKNN_00022	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
LDMKNKNN_00023	gene	468	fhaB			
LDMKNKNN_00023	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
LDMKNKNN_00024	gene	1566	fhaA			
LDMKNKNN_00024	CDS	1566	fhaA		COG1716	FHA domain-containing protein FhaA
LDMKNKNN_00025	gene	84				
LDMKNKNN_00025	tRNA	84				tRNA-Leu(cag)
LDMKNKNN_00026	gene	969	IMPDH			
LDMKNKNN_00026	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
LDMKNKNN_00027	gene	420	whiB5			
LDMKNKNN_00027	CDS	420	whiB5			Transcriptional regulator WhiB5
LDMKNKNN_00028	gene	771				
LDMKNKNN_00028	CDS	771			COG1396	putative HTH-type transcriptional regulator
LDMKNKNN_00029	gene	846				
LDMKNKNN_00029	CDS	846				hypothetical protein
LDMKNKNN_00030	gene	363				
LDMKNKNN_00030	CDS	363				putative protein
LDMKNKNN_00031	gene	1434				
LDMKNKNN_00031	CDS	1434				hypothetical protein
LDMKNKNN_00032	gene	318				
LDMKNKNN_00032	CDS	318				hypothetical protein
LDMKNKNN_00033	gene	306				
LDMKNKNN_00033	CDS	306				putative protein
LDMKNKNN_00034	gene	144				
LDMKNKNN_00034	CDS	144				putative proteinA
LDMKNKNN_00035	gene	876				
LDMKNKNN_00035	CDS	876				hypothetical protein
LDMKNKNN_00036	gene	330				
LDMKNKNN_00036	CDS	330				putative protein
LDMKNKNN_00037	gene	2316	bioF2			
LDMKNKNN_00037	CDS	2316	bioF2	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
LDMKNKNN_00038	gene	264	acpP			
LDMKNKNN_00038	CDS	264	acpP			Acyl carrier protein
LDMKNKNN_00039	gene	396				
LDMKNKNN_00039	CDS	396			COG3631	putative protein
LDMKNKNN_00040	gene	1689	menE_1			
LDMKNKNN_00040	CDS	1689	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
LDMKNKNN_00041	gene	774				
LDMKNKNN_00041	CDS	774				putative protein
LDMKNKNN_00042	gene	1311				
LDMKNKNN_00042	CDS	1311			COG0477	putative MFS-type transporter
LDMKNKNN_00043	gene	633				
LDMKNKNN_00043	CDS	633				hypothetical protein
LDMKNKNN_00044	gene	348				
LDMKNKNN_00044	CDS	348				hypothetical protein
LDMKNKNN_00045	gene	933				
LDMKNKNN_00045	CDS	933				Proline-rich 28 kDa antigen
LDMKNKNN_00046	gene	2877	leuS			
LDMKNKNN_00046	CDS	2877	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
LDMKNKNN_00047	gene	627				
LDMKNKNN_00047	CDS	627				hypothetical protein
LDMKNKNN_00048	gene	735				
LDMKNKNN_00048	CDS	735			COG1802	putative HTH-type transcriptional regulator
LDMKNKNN_00049	gene	795	rutA			
LDMKNKNN_00049	CDS	795	rutA	1.14.99.46		Pyrimidine monooxygenase RutA
LDMKNKNN_00050	gene	897				
LDMKNKNN_00050	CDS	897		3.5.1.29		2-(acetamidomethylene)succinate hydrolase
LDMKNKNN_00051	gene	1104	ino1			
LDMKNKNN_00051	CDS	1104	ino1	5.5.1.4	COG1260	Inositol-3-phosphate synthase
LDMKNKNN_00052	gene	543				
LDMKNKNN_00052	CDS	543				hypothetical protein
LDMKNKNN_00053	gene	870				
LDMKNKNN_00053	CDS	870				putative protein
LDMKNKNN_00054	gene	414				
LDMKNKNN_00054	CDS	414				putative protein
LDMKNKNN_00055	gene	2472	ponA1			
LDMKNKNN_00055	CDS	2472	ponA1		COG0744	Penicillin-binding protein 1A
LDMKNKNN_00056	gene	1683				
LDMKNKNN_00056	CDS	1683				hypothetical protein
LDMKNKNN_00057	gene	639	inhA_1			
LDMKNKNN_00057	CDS	639	inhA_1	4.2.1.103		Isonitrile hydratase
LDMKNKNN_00058	gene	291	rpsF			
LDMKNKNN_00058	CDS	291	rpsF		COG0360	30S ribosomal protein S6
LDMKNKNN_00059	gene	495	ssb			
LDMKNKNN_00059	CDS	495	ssb		COG0629	Single-stranded DNA-binding protein
LDMKNKNN_00060	gene	255	rpsR1_1			
LDMKNKNN_00060	CDS	255	rpsR1_1		COG0238	30S ribosomal protein S18 1
LDMKNKNN_00061	gene	459	rplI			
LDMKNKNN_00061	CDS	459	rplI		COG0359	50S ribosomal protein L9
LDMKNKNN_00062	gene	522				
LDMKNKNN_00062	CDS	522				hypothetical protein
LDMKNKNN_00063	gene	2625	dnaB			
LDMKNKNN_00063	CDS	2625	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
LDMKNKNN_00064	gene	693				
LDMKNKNN_00064	CDS	693				hypothetical protein
LDMKNKNN_00065	gene	1059				
LDMKNKNN_00065	CDS	1059				hypothetical protein
LDMKNKNN_00066	gene	339				
LDMKNKNN_00066	CDS	339				hypothetical protein
LDMKNKNN_00067	gene	213				
LDMKNKNN_00067	CDS	213				hypothetical protein
LDMKNKNN_00068	gene	924	cenA			
LDMKNKNN_00068	CDS	924	cenA	3.2.1.4	COG5297	Endoglucanase A
LDMKNKNN_00069	gene	1296	yvdP			
LDMKNKNN_00069	CDS	1296	yvdP	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
LDMKNKNN_00070	gene	156				
LDMKNKNN_00070	CDS	156				hypothetical protein
LDMKNKNN_00071	gene	2940				
LDMKNKNN_00071	CDS	2940				hypothetical protein
LDMKNKNN_00072	gene	240				
LDMKNKNN_00072	CDS	240				hypothetical protein
LDMKNKNN_00073	gene	402	vapC9_1			
LDMKNKNN_00073	CDS	402	vapC9_1	3.1.-.-	COG4113	Ribonuclease VapC9
LDMKNKNN_00074	gene	2238	icd2			
LDMKNKNN_00074	CDS	2238	icd2	1.1.1.42		Isocitrate dehydrogenase [NADP] 2
LDMKNKNN_00075	gene	570				
LDMKNKNN_00075	CDS	570				hypothetical protein
LDMKNKNN_00076	gene	912				
LDMKNKNN_00076	CDS	912				hypothetical protein
LDMKNKNN_00077	gene	1386	sdaA			
LDMKNKNN_00077	CDS	1386	sdaA	4.3.1.17	COG1760	L-serine dehydratase
LDMKNKNN_00078	gene	1278	glyA2			
