locus_tag	ftype	length_bp	gene	EC_number	COG	product
OIMAMNIN_00001	gene	1491	dnaA			
OIMAMNIN_00001	CDS	1491	dnaA		COG0593	Chromosomal replication initiator protein DnaA
OIMAMNIN_00002	gene	327				
OIMAMNIN_00002	CDS	327				IS3 family transposase IS987
OIMAMNIN_00003	gene	885				
OIMAMNIN_00003	CDS	885				IS3 family transposase IS987
OIMAMNIN_00004	gene	1209	dnaN			
OIMAMNIN_00004	CDS	1209	dnaN		COG0592	Beta sliding clamp
OIMAMNIN_00005	gene	1158	recF			
OIMAMNIN_00005	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
OIMAMNIN_00006	gene	516				
OIMAMNIN_00006	CDS	516				hypothetical protein
OIMAMNIN_00007	gene	2145	gyrB1			
OIMAMNIN_00007	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
OIMAMNIN_00008	gene	2517	gyrA1			
OIMAMNIN_00008	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
OIMAMNIN_00009	gene	198				
OIMAMNIN_00009	CDS	198				hypothetical protein
OIMAMNIN_00010	gene	306				
OIMAMNIN_00010	CDS	306				putative protein
OIMAMNIN_00011	gene	75				
OIMAMNIN_00011	tRNA	75				tRNA-Ile(gat)
OIMAMNIN_00012	gene	74				
OIMAMNIN_00012	tRNA	74				tRNA-Ala(tgc)
OIMAMNIN_00013	gene	108				
OIMAMNIN_00013	CDS	108				hypothetical protein
OIMAMNIN_00014	gene	138				
OIMAMNIN_00014	CDS	138				hypothetical protein
OIMAMNIN_00015	gene	438	cwsA			
OIMAMNIN_00015	CDS	438	cwsA			Cell wall synthesis protein CwsA
OIMAMNIN_00016	gene	549	ppiA			
OIMAMNIN_00016	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
OIMAMNIN_00017	gene	153				
OIMAMNIN_00017	CDS	153				hypothetical protein
OIMAMNIN_00018	gene	360				
OIMAMNIN_00018	CDS	360				hypothetical protein
OIMAMNIN_00019	gene	282	crgA			
OIMAMNIN_00019	CDS	282	crgA			Cell division protein CrgA
OIMAMNIN_00020	gene	744				
OIMAMNIN_00020	CDS	744				hypothetical protein
OIMAMNIN_00021	gene	699	trpG			
OIMAMNIN_00021	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
OIMAMNIN_00022	gene	1881	pknB			
OIMAMNIN_00022	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
OIMAMNIN_00023	gene	1296	pknA			
OIMAMNIN_00023	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
OIMAMNIN_00024	gene	1476	pbpA			
OIMAMNIN_00024	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
OIMAMNIN_00025	gene	1410	rodA			
OIMAMNIN_00025	CDS	1410	rodA		COG0772	putative FtsW-like protein
OIMAMNIN_00026	gene	1536	pstP			
OIMAMNIN_00026	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
OIMAMNIN_00027	gene	468	fhaB			
OIMAMNIN_00027	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
OIMAMNIN_00028	gene	1566	fhaA			
OIMAMNIN_00028	CDS	1566	fhaA		COG1716	FHA domain-containing protein FhaA
OIMAMNIN_00029	gene	85				
OIMAMNIN_00029	tRNA	85				tRNA-Leu(cag)
OIMAMNIN_00030	gene	969	IMPDH			
OIMAMNIN_00030	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
OIMAMNIN_00031	gene	420	whiB5			
OIMAMNIN_00031	CDS	420	whiB5			Transcriptional regulator WhiB5
OIMAMNIN_00032	gene	771				
OIMAMNIN_00032	CDS	771			COG1396	putative HTH-type transcriptional regulator
OIMAMNIN_00033	gene	858				
OIMAMNIN_00033	CDS	858				hypothetical protein
OIMAMNIN_00034	gene	363				
OIMAMNIN_00034	CDS	363				putative protein
OIMAMNIN_00035	gene	1329				
OIMAMNIN_00035	CDS	1329				hypothetical protein
OIMAMNIN_00036	gene	318				
OIMAMNIN_00036	CDS	318				hypothetical protein
OIMAMNIN_00037	gene	306				
