locus_tag	ftype	length_bp	gene	EC_number	COG	product
KNKCKMJE_00001	gene	1491	dnaA			
KNKCKMJE_00001	CDS	1491	dnaA		COG0593	Chromosomal replication initiator protein DnaA
KNKCKMJE_00002	gene	1209	dnaN			
KNKCKMJE_00002	CDS	1209	dnaN		COG0592	Beta sliding clamp
KNKCKMJE_00003	gene	1158	recF			
KNKCKMJE_00003	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
KNKCKMJE_00004	gene	516				
KNKCKMJE_00004	CDS	516				hypothetical protein
KNKCKMJE_00005	gene	2145	gyrB1			
KNKCKMJE_00005	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
KNKCKMJE_00006	gene	2517	gyrA1			
KNKCKMJE_00006	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
KNKCKMJE_00007	gene	198				
KNKCKMJE_00007	CDS	198				hypothetical protein
KNKCKMJE_00008	gene	306				
KNKCKMJE_00008	CDS	306				putative protein
KNKCKMJE_00009	gene	75				
KNKCKMJE_00009	tRNA	75				tRNA-Ile(gat)
KNKCKMJE_00010	gene	74				
KNKCKMJE_00010	tRNA	74				tRNA-Ala(tgc)
KNKCKMJE_00011	gene	108				
KNKCKMJE_00011	CDS	108				hypothetical protein
KNKCKMJE_00012	gene	138				
KNKCKMJE_00012	CDS	138				hypothetical protein
KNKCKMJE_00013	gene	438	cwsA			
KNKCKMJE_00013	CDS	438	cwsA			Cell wall synthesis protein CwsA
KNKCKMJE_00014	gene	549	ppiA			
KNKCKMJE_00014	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
KNKCKMJE_00015	gene	153				
KNKCKMJE_00015	CDS	153				hypothetical protein
KNKCKMJE_00016	gene	360				
KNKCKMJE_00016	CDS	360				hypothetical protein
KNKCKMJE_00017	gene	282	crgA			
KNKCKMJE_00017	CDS	282	crgA			Cell division protein CrgA
KNKCKMJE_00018	gene	744				
KNKCKMJE_00018	CDS	744				hypothetical protein
KNKCKMJE_00019	gene	699	trpG			
KNKCKMJE_00019	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
KNKCKMJE_00020	gene	1881	pknB			
