locus_tag	ftype	length_bp	gene	EC_number	COG	product
HBIMGLND_00001	gene	1491	dnaA			
HBIMGLND_00001	CDS	1491	dnaA		COG0593	Chromosomal replication initiator protein DnaA
HBIMGLND_00002	gene	327				
HBIMGLND_00002	CDS	327				IS3 family transposase IS987
HBIMGLND_00003	gene	885				
HBIMGLND_00003	CDS	885				IS3 family transposase IS987
HBIMGLND_00004	gene	1209	dnaN			
HBIMGLND_00004	CDS	1209	dnaN		COG0592	Beta sliding clamp
HBIMGLND_00005	gene	1158	recF			
HBIMGLND_00005	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
HBIMGLND_00006	gene	516				
HBIMGLND_00006	CDS	516				hypothetical protein
HBIMGLND_00007	gene	2145	gyrB1			
HBIMGLND_00007	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
HBIMGLND_00008	gene	2517	gyrA1			
HBIMGLND_00008	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
HBIMGLND_00009	gene	198				
HBIMGLND_00009	CDS	198				hypothetical protein
HBIMGLND_00010	gene	306				
HBIMGLND_00010	CDS	306				putative protein
HBIMGLND_00011	gene	75				
HBIMGLND_00011	tRNA	75				tRNA-Ile(gat)
HBIMGLND_00012	gene	74				
HBIMGLND_00012	tRNA	74				tRNA-Ala(tgc)
HBIMGLND_00013	gene	108				
HBIMGLND_00013	CDS	108				hypothetical protein
HBIMGLND_00014	gene	438	cwsA			
HBIMGLND_00014	CDS	438	cwsA			Cell wall synthesis protein CwsA
HBIMGLND_00015	gene	549	ppiA			
HBIMGLND_00015	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
HBIMGLND_00016	gene	153				
HBIMGLND_00016	CDS	153				hypothetical protein
HBIMGLND_00017	gene	360				
HBIMGLND_00017	CDS	360				hypothetical protein
HBIMGLND_00018	gene	282	crgA			
HBIMGLND_00018	CDS	282	crgA			Cell division protein CrgA
HBIMGLND_00019	gene	744				
HBIMGLND_00019	CDS	744				hypothetical protein
HBIMGLND_00020	gene	699	trpG			
HBIMGLND_00020	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
HBIMGLND_00021	gene	1881	pknB			
HBIMGLND_00021	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
HBIMGLND_00022	gene	1296	pknA			
HBIMGLND_00022	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
HBIMGLND_00023	gene	1476	pbpA			
HBIMGLND_00023	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
HBIMGLND_00024	gene	1410	rodA			
HBIMGLND_00024	CDS	1410	rodA		COG0772	putative FtsW-like protein
HBIMGLND_00025	gene	1536	pstP			
HBIMGLND_00025	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
HBIMGLND_00026	gene	468	fhaB			
HBIMGLND_00026	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
HBIMGLND_00027	gene	1584	fhaA			
HBIMGLND_00027	CDS	1584	fhaA		COG1716	FHA domain-containing protein FhaA
HBIMGLND_00028	gene	85				
HBIMGLND_00028	tRNA	85				tRNA-Leu(cag)
HBIMGLND_00029	gene	270				
HBIMGLND_00029	CDS	270				hypothetical protein
HBIMGLND_00030	gene	969	IMPDH			
HBIMGLND_00030	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
HBIMGLND_00031	gene	420	whiB5			
HBIMGLND_00031	CDS	420	whiB5			Transcriptional regulator WhiB5
HBIMGLND_00032	gene	771				
HBIMGLND_00032	CDS	771			COG1396	putative HTH-type transcriptional regulator
HBIMGLND_00033	gene	846				
HBIMGLND_00033	CDS	846				hypothetical protein
HBIMGLND_00034	gene	363				
HBIMGLND_00034	CDS	363				putative protein
HBIMGLND_00035	gene	1428				
HBIMGLND_00035	CDS	1428				hypothetical protein
HBIMGLND_00036	gene	318				
HBIMGLND_00036	CDS	318				hypothetical protein
HBIMGLND_00037	gene	306				
HBIMGLND_00037	CDS	306				putative protein
HBIMGLND_00038	gene	144				
HBIMGLND_00038	CDS	144				putative proteinA
HBIMGLND_00039	gene	876				
HBIMGLND_00039	CDS	876				hypothetical protein
HBIMGLND_00040	gene	330				
HBIMGLND_00040	CDS	330				putative protein
HBIMGLND_00041	gene	1506	bioF2_1			
HBIMGLND_00041	CDS	1506	bioF2_1	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
HBIMGLND_00042	gene	813	bioF2_2			
HBIMGLND_00042	CDS	813	bioF2_2	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
HBIMGLND_00043	gene	264	acpP			
HBIMGLND_00043	CDS	264	acpP			Acyl carrier protein
HBIMGLND_00044	gene	396				
HBIMGLND_00044	CDS	396			COG3631	putative protein
HBIMGLND_00045	gene	1689	menE_1			
HBIMGLND_00045	CDS	1689	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
HBIMGLND_00046	gene	774				
HBIMGLND_00046	CDS	774				putative protein
HBIMGLND_00047	gene	1311				
HBIMGLND_00047	CDS	1311			COG0477	putative MFS-type transporter
HBIMGLND_00048	gene	633				
HBIMGLND_00048	CDS	633				hypothetical protein
HBIMGLND_00049	gene	348				
HBIMGLND_00049	CDS	348				hypothetical protein
HBIMGLND_00050	gene	933				
HBIMGLND_00050	CDS	933				Proline-rich 28 kDa antigen
HBIMGLND_00051	gene	2877	leuS			
