locus_tag	ftype	length_bp	gene	EC_number	COG	product
DHBKDNBI_00001	gene	1491	dnaA			
DHBKDNBI_00001	CDS	1491	dnaA		COG0593	Chromosomal replication initiator protein DnaA
DHBKDNBI_00002	gene	327				
DHBKDNBI_00002	CDS	327				IS3 family transposase IS987
DHBKDNBI_00003	gene	885				
DHBKDNBI_00003	CDS	885				IS3 family transposase IS987
DHBKDNBI_00004	gene	1209	dnaN			
DHBKDNBI_00004	CDS	1209	dnaN		COG0592	Beta sliding clamp
DHBKDNBI_00005	gene	1158	recF			
DHBKDNBI_00005	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
DHBKDNBI_00006	gene	516				
DHBKDNBI_00006	CDS	516				hypothetical protein
DHBKDNBI_00007	gene	2145	gyrB1			
DHBKDNBI_00007	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
DHBKDNBI_00008	gene	2517	gyrA1			
DHBKDNBI_00008	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
DHBKDNBI_00009	gene	915				
DHBKDNBI_00009	CDS	915				putative protein
DHBKDNBI_00010	gene	75				
DHBKDNBI_00010	tRNA	75				tRNA-Ile(gat)
DHBKDNBI_00011	gene	74				
DHBKDNBI_00011	tRNA	74				tRNA-Ala(tgc)
DHBKDNBI_00012	gene	108				
DHBKDNBI_00012	CDS	108				hypothetical protein
DHBKDNBI_00013	gene	138				
DHBKDNBI_00013	CDS	138				hypothetical protein
DHBKDNBI_00014	gene	438	cwsA			
DHBKDNBI_00014	CDS	438	cwsA			Cell wall synthesis protein CwsA
DHBKDNBI_00015	gene	549	ppiA			
DHBKDNBI_00015	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
DHBKDNBI_00016	gene	153				
DHBKDNBI_00016	CDS	153				hypothetical protein
DHBKDNBI_00017	gene	360				
DHBKDNBI_00017	CDS	360				hypothetical protein
DHBKDNBI_00018	gene	282	crgA			
DHBKDNBI_00018	CDS	282	crgA			Cell division protein CrgA
DHBKDNBI_00019	gene	744				
DHBKDNBI_00019	CDS	744				hypothetical protein
DHBKDNBI_00020	gene	699	trpG			
DHBKDNBI_00020	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
DHBKDNBI_00021	gene	1881	pknB			
DHBKDNBI_00021	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
DHBKDNBI_00022	gene	1296	pknA			
DHBKDNBI_00022	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
DHBKDNBI_00023	gene	1476	pbpA			
DHBKDNBI_00023	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
DHBKDNBI_00024	gene	1410	rodA			
DHBKDNBI_00024	CDS	1410	rodA		COG0772	putative FtsW-like protein
DHBKDNBI_00025	gene	1536	pstP			
DHBKDNBI_00025	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
DHBKDNBI_00026	gene	468	fhaB			
DHBKDNBI_00026	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
DHBKDNBI_00027	gene	1566	fhaA			
DHBKDNBI_00027	CDS	1566	fhaA		COG1716	FHA domain-containing protein FhaA
DHBKDNBI_00028	gene	85				
DHBKDNBI_00028	tRNA	85				tRNA-Leu(cag)
DHBKDNBI_00029	gene	969	IMPDH			
DHBKDNBI_00029	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
DHBKDNBI_00030	gene	420	whiB5			
DHBKDNBI_00030	CDS	420	whiB5			Transcriptional regulator WhiB5
DHBKDNBI_00031	gene	771				
DHBKDNBI_00031	CDS	771			COG1396	putative HTH-type transcriptional regulator
DHBKDNBI_00032	gene	858				
DHBKDNBI_00032	CDS	858				hypothetical protein
DHBKDNBI_00033	gene	363				
DHBKDNBI_00033	CDS	363				putative protein
DHBKDNBI_00034	gene	1347				
DHBKDNBI_00034	CDS	1347				hypothetical protein
DHBKDNBI_00035	gene	318				
DHBKDNBI_00035	CDS	318				hypothetical protein
DHBKDNBI_00036	gene	306				
DHBKDNBI_00036	CDS	306				putative protein
DHBKDNBI_00037	gene	144				
DHBKDNBI_00037	CDS	144				putative proteinA
DHBKDNBI_00038	gene	876				
DHBKDNBI_00038	CDS	876				hypothetical protein
DHBKDNBI_00039	gene	330				
DHBKDNBI_00039	CDS	330				putative protein
DHBKDNBI_00040	gene	2316	bioF2			
DHBKDNBI_00040	CDS	2316	bioF2	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
DHBKDNBI_00041	gene	264	acpP			
DHBKDNBI_00041	CDS	264	acpP			Acyl carrier protein
DHBKDNBI_00042	gene	396				
DHBKDNBI_00042	CDS	396			COG3631	putative protein
DHBKDNBI_00043	gene	1689	menE_1			
DHBKDNBI_00043	CDS	1689	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
DHBKDNBI_00044	gene	774				
DHBKDNBI_00044	CDS	774				putative protein
DHBKDNBI_00045	gene	1311				
DHBKDNBI_00045	CDS	1311			COG0477	putative MFS-type transporter
DHBKDNBI_00046	gene	633				
DHBKDNBI_00046	CDS	633				hypothetical protein
DHBKDNBI_00047	gene	348				
DHBKDNBI_00047	CDS	348				hypothetical protein
DHBKDNBI_00048	gene	933				
DHBKDNBI_00048	CDS	933				Proline-rich 28 kDa antigen
DHBKDNBI_00049	gene	2877	leuS			
DHBKDNBI_00049	CDS	2877	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
DHBKDNBI_00050	gene	627				
DHBKDNBI_00050	CDS	627				hypothetical protein
DHBKDNBI_00051	gene	735				
DHBKDNBI_00051	CDS	735			COG1802	putative HTH-type transcriptional regulator
DHBKDNBI_00052	gene	795	rutA			
DHBKDNBI_00052	CDS	795	rutA	1.14.99.46		Pyrimidine monooxygenase RutA
DHBKDNBI_00053	gene	678				
DHBKDNBI_00053	CDS	678				hypothetical protein
DHBKDNBI_00054	gene	1104	ino1			
DHBKDNBI_00054	CDS	1104	ino1	5.5.1.4	COG1260	Inositol-3-phosphate synthase
DHBKDNBI_00055	gene	543				
DHBKDNBI_00055	CDS	543				hypothetical protein
DHBKDNBI_00056	gene	870				
DHBKDNBI_00056	CDS	870				putative protein
DHBKDNBI_00057	gene	414				
DHBKDNBI_00057	CDS	414				putative protein
DHBKDNBI_00058	gene	2472	ponA1			
DHBKDNBI_00058	CDS	2472	ponA1		COG0744	Penicillin-binding protein 1A
DHBKDNBI_00059	gene	1683				
DHBKDNBI_00059	CDS	1683				hypothetical protein
DHBKDNBI_00060	gene	639	inhA_1			
DHBKDNBI_00060	CDS	639	inhA_1	4.2.1.103		Isonitrile hydratase
