locus_tag	ftype	length_bp	gene	EC_number	COG	product
OHCOPGBM_00001	gene	1188	dnaA			
OHCOPGBM_00001	CDS	1188	dnaA		COG0593	Chromosomal replication initiator protein DnaA
OHCOPGBM_00002	gene	1209	dnaN			
OHCOPGBM_00002	CDS	1209	dnaN		COG0592	Beta sliding clamp
OHCOPGBM_00003	gene	1158	recF			
OHCOPGBM_00003	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
OHCOPGBM_00004	gene	516				
OHCOPGBM_00004	CDS	516				hypothetical protein
OHCOPGBM_00005	gene	2145	gyrB1			
OHCOPGBM_00005	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
OHCOPGBM_00006	gene	2517	gyrA1			
OHCOPGBM_00006	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
OHCOPGBM_00007	gene	915				
OHCOPGBM_00007	CDS	915				putative protein
OHCOPGBM_00008	gene	75				
OHCOPGBM_00008	tRNA	75				tRNA-Ile(gat)
OHCOPGBM_00009	gene	74				
OHCOPGBM_00009	tRNA	74				tRNA-Ala(tgc)
OHCOPGBM_00010	gene	108				
OHCOPGBM_00010	CDS	108				hypothetical protein
OHCOPGBM_00011	gene	138				
OHCOPGBM_00011	CDS	138				hypothetical protein
OHCOPGBM_00012	gene	438	cwsA			
OHCOPGBM_00012	CDS	438	cwsA			Cell wall synthesis protein CwsA
OHCOPGBM_00013	gene	549	ppiA			
OHCOPGBM_00013	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
OHCOPGBM_00014	gene	153				
OHCOPGBM_00014	CDS	153				hypothetical protein
OHCOPGBM_00015	gene	360				
OHCOPGBM_00015	CDS	360				hypothetical protein
OHCOPGBM_00016	gene	282	crgA			
OHCOPGBM_00016	CDS	282	crgA			Cell division protein CrgA
OHCOPGBM_00017	gene	744				
OHCOPGBM_00017	CDS	744				hypothetical protein
OHCOPGBM_00018	gene	699	trpG			
OHCOPGBM_00018	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
OHCOPGBM_00019	gene	1881	pknB			
OHCOPGBM_00019	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
OHCOPGBM_00020	gene	1296	pknA			
OHCOPGBM_00020	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
OHCOPGBM_00021	gene	1476	pbpA			
OHCOPGBM_00021	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
OHCOPGBM_00022	gene	1410	rodA			
OHCOPGBM_00022	CDS	1410	rodA		COG0772	putative FtsW-like protein
OHCOPGBM_00023	gene	1536	pstP			
OHCOPGBM_00023	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
OHCOPGBM_00024	gene	468	fhaB			
OHCOPGBM_00024	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
OHCOPGBM_00025	gene	1566	fhaA			
OHCOPGBM_00025	CDS	1566	fhaA		COG1716	FHA domain-containing protein FhaA
OHCOPGBM_00026	gene	85				
OHCOPGBM_00026	tRNA	85				tRNA-Leu(cag)
OHCOPGBM_00027	gene	969	IMPDH			
OHCOPGBM_00027	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
OHCOPGBM_00028	gene	420	whiB5			
OHCOPGBM_00028	CDS	420	whiB5			Transcriptional regulator WhiB5
OHCOPGBM_00029	gene	771				
OHCOPGBM_00029	CDS	771			COG1396	putative HTH-type transcriptional regulator
OHCOPGBM_00030	gene	846				
OHCOPGBM_00030	CDS	846				hypothetical protein
OHCOPGBM_00031	gene	363				
OHCOPGBM_00031	CDS	363				putative protein
OHCOPGBM_00032	gene	1434				
OHCOPGBM_00032	CDS	1434				hypothetical protein
OHCOPGBM_00033	gene	318				
OHCOPGBM_00033	CDS	318				hypothetical protein
OHCOPGBM_00034	gene	306				
OHCOPGBM_00034	CDS	306				putative protein
OHCOPGBM_00035	gene	144				
OHCOPGBM_00035	CDS	144				putative proteinA
OHCOPGBM_00036	gene	876				
OHCOPGBM_00036	CDS	876				hypothetical protein
OHCOPGBM_00037	gene	330				
OHCOPGBM_00037	CDS	330				putative protein
OHCOPGBM_00038	gene	2316	bioF2			
OHCOPGBM_00038	CDS	2316	bioF2	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
OHCOPGBM_00039	gene	264	acpP			
OHCOPGBM_00039	CDS	264	acpP			Acyl carrier protein
OHCOPGBM_00040	gene	396				
OHCOPGBM_00040	CDS	396			COG3631	putative protein
OHCOPGBM_00041	gene	1689	menE_1			
OHCOPGBM_00041	CDS	1689	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
OHCOPGBM_00042	gene	774				
OHCOPGBM_00042	CDS	774				putative protein
OHCOPGBM_00043	gene	1311				
OHCOPGBM_00043	CDS	1311			COG0477	putative MFS-type transporter
OHCOPGBM_00044	gene	633				
OHCOPGBM_00044	CDS	633				hypothetical protein
OHCOPGBM_00045	gene	348				
OHCOPGBM_00045	CDS	348				hypothetical protein
OHCOPGBM_00046	gene	933				
OHCOPGBM_00046	CDS	933				Proline-rich 28 kDa antigen
OHCOPGBM_00047	gene	2877	leuS			
OHCOPGBM_00047	CDS	2877	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
OHCOPGBM_00048	gene	627				
OHCOPGBM_00048	CDS	627				hypothetical protein
OHCOPGBM_00049	gene	735				
OHCOPGBM_00049	CDS	735			COG1802	putative HTH-type transcriptional regulator
OHCOPGBM_00050	gene	795	rutA			
OHCOPGBM_00050	CDS	795	rutA	1.14.99.46		Pyrimidine monooxygenase RutA
OHCOPGBM_00051	gene	897				
OHCOPGBM_00051	CDS	897		3.5.1.29		2-(acetamidomethylene)succinate hydrolase
OHCOPGBM_00052	gene	1104	ino1			
OHCOPGBM_00052	CDS	1104	ino1	5.5.1.4	COG1260	Inositol-3-phosphate synthase
OHCOPGBM_00053	gene	543				
OHCOPGBM_00053	CDS	543				hypothetical protein
OHCOPGBM_00054	gene	870				
OHCOPGBM_00054	CDS	870				putative protein
OHCOPGBM_00055	gene	414				
OHCOPGBM_00055	CDS	414				putative protein
OHCOPGBM_00056	gene	2472	ponA1			
OHCOPGBM_00056	CDS	2472	ponA1		COG0744	Penicillin-binding protein 1A
OHCOPGBM_00057	gene	1683				
OHCOPGBM_00057	CDS	1683				hypothetical protein
OHCOPGBM_00058	gene	639	inhA_1			
OHCOPGBM_00058	CDS	639	inhA_1	4.2.1.103		Isonitrile hydratase
OHCOPGBM_00059	gene	291	rpsF			
OHCOPGBM_00059	CDS	291	rpsF		COG0360	30S ribosomal protein S6
OHCOPGBM_00060	gene	495	ssb			
OHCOPGBM_00060	CDS	495	ssb		COG0629	Single-stranded DNA-binding protein
OHCOPGBM_00061	gene	255	rpsR1_1			
OHCOPGBM_00061	CDS	255	rpsR1_1		COG0238	30S ribosomal protein S18 1
OHCOPGBM_00062	gene	459	rplI			
OHCOPGBM_00062	CDS	459	rplI		COG0359	50S ribosomal protein L9
OHCOPGBM_00063	gene	522				
OHCOPGBM_00063	CDS	522				hypothetical protein
OHCOPGBM_00064	gene	2625	dnaB			
OHCOPGBM_00064	CDS	2625	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
OHCOPGBM_00065	gene	693				
OHCOPGBM_00065	CDS	693				hypothetical protein
OHCOPGBM_00066	gene	1059				
OHCOPGBM_00066	CDS	1059				hypothetical protein
OHCOPGBM_00067	gene	654				
OHCOPGBM_00067	CDS	654				hypothetical protein
OHCOPGBM_00068	gene	924	cenA			
OHCOPGBM_00068	CDS	924	cenA	3.2.1.4	COG5297	Endoglucanase A
OHCOPGBM_00069	gene	1440	yvdP			
OHCOPGBM_00069	CDS	1440	yvdP	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
OHCOPGBM_00070	gene	156				
OHCOPGBM_00070	CDS	156				hypothetical protein
OHCOPGBM_00071	gene	2940				
OHCOPGBM_00071	CDS	2940				hypothetical protein
OHCOPGBM_00072	gene	240				
OHCOPGBM_00072	CDS	240				hypothetical protein
OHCOPGBM_00073	gene	402	vapC9_1			
OHCOPGBM_00073	CDS	402	vapC9_1	3.1.-.-	COG4113	Ribonuclease VapC9
OHCOPGBM_00074	gene	2238	icd2			
OHCOPGBM_00074	CDS	2238	icd2	1.1.1.42		Isocitrate dehydrogenase [NADP] 2
OHCOPGBM_00075	gene	570				
OHCOPGBM_00075	CDS	570				hypothetical protein
OHCOPGBM_00076	gene	912				
OHCOPGBM_00076	CDS	912				hypothetical protein
OHCOPGBM_00077	gene	1386	sdaA			
OHCOPGBM_00077	CDS	1386	sdaA	4.3.1.17	COG1760	L-serine dehydratase
OHCOPGBM_00078	gene	1278	glyA2			
OHCOPGBM_00078	CDS	1278	glyA2	2.1.2.1	COG0112	Serine hydroxymethyltransferase 2
OHCOPGBM_00079	gene	91				
OHCOPGBM_00079	misc_RNA	91				Glycine
OHCOPGBM_00080	gene	726				
OHCOPGBM_00080	CDS	726				hypothetical protein
OHCOPGBM_00081	gene	99				
OHCOPGBM_00081	misc_RNA	99				Intron_gpII
OHCOPGBM_00082	gene	1050				
OHCOPGBM_00082	CDS	1050			COG0577	putative ABC transporter permease
OHCOPGBM_00083	gene	993				
OHCOPGBM_00083	CDS	993			COG0664	putative ABC transporter ATP-binding protein
OHCOPGBM_00084	gene	1236	hutI_1			
OHCOPGBM_00084	CDS	1236	hutI_1	3.5.2.7		Imidazolonepropionase
OHCOPGBM_00085	gene	1173	metC			
OHCOPGBM_00085	CDS	1173	metC	4.4.1.13	COG1168	Cystathionine beta-lyase
OHCOPGBM_00086	gene	390				
OHCOPGBM_00086	CDS	390				hypothetical protein
OHCOPGBM_00087	gene	831	oleB			
OHCOPGBM_00087	CDS	831	oleB	4.1.1.114	COG0596	Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase
OHCOPGBM_00088	gene	219				
OHCOPGBM_00088	CDS	219				hypothetical protein
OHCOPGBM_00089	gene	387				
OHCOPGBM_00089	CDS	387				hypothetical protein
OHCOPGBM_00090	gene	594				
OHCOPGBM_00090	CDS	594				hypothetical protein
OHCOPGBM_00091	gene	207				
OHCOPGBM_00091	CDS	207				hypothetical protein
OHCOPGBM_00092	gene	822				
OHCOPGBM_00092	CDS	822				Dormancy associated translation inhibitor
OHCOPGBM_00093	gene	459				
OHCOPGBM_00093	CDS	459				putative protein
OHCOPGBM_00094	gene	345				
OHCOPGBM_00094	CDS	345			COG0640	putative HTH-type transcriptional regulator
OHCOPGBM_00095	gene	480	hycG			
OHCOPGBM_00095	CDS	480	hycG		COG3260	Formate hydrogenlyase subunit 7
OHCOPGBM_00096	gene	1923	hyfB			
OHCOPGBM_00096	CDS	1923	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
OHCOPGBM_00097	gene	951	hycD			
OHCOPGBM_00097	CDS	951	hycD		COG0650	Formate hydrogenlyase subunit 4
OHCOPGBM_00098	gene	663				
OHCOPGBM_00098	CDS	663				hypothetical protein
OHCOPGBM_00099	gene	1467	ndhB			
OHCOPGBM_00099	CDS	1467	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
OHCOPGBM_00100	gene	1476	hycE			
OHCOPGBM_00100	CDS	1476	hycE		COG3261	Formate hydrogenlyase subunit 5
OHCOPGBM_00101	gene	480				
OHCOPGBM_00101	CDS	480				putative protein
OHCOPGBM_00102	gene	594	COQ3_1			
OHCOPGBM_00102	CDS	594	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
OHCOPGBM_00103	gene	771				
OHCOPGBM_00103	CDS	771			COG3305	putative protein
OHCOPGBM_00104	gene	195				
OHCOPGBM_00104	CDS	195				hypothetical protein
OHCOPGBM_00105	gene	768	mtnN_1			
OHCOPGBM_00105	CDS	768	mtnN_1	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
OHCOPGBM_00106	gene	2286	ctpA			
OHCOPGBM_00106	CDS	2286	ctpA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
OHCOPGBM_00107	gene	711				
OHCOPGBM_00107	CDS	711			COG5660	putative protein
OHCOPGBM_00108	gene	960				
OHCOPGBM_00108	CDS	960				putative protein
OHCOPGBM_00109	gene	366				
OHCOPGBM_00109	CDS	366				putative protein
OHCOPGBM_00110	gene	1392				
OHCOPGBM_00110	CDS	1392				hypothetical protein
OHCOPGBM_00111	gene	870				
OHCOPGBM_00111	CDS	870		1.-.-.-	COG2175	Putative dioxygenase
OHCOPGBM_00112	gene	552				
OHCOPGBM_00112	CDS	552				putative protein
OHCOPGBM_00113	gene	1599				
OHCOPGBM_00113	CDS	1599		6.2.1.-	COG0318	Putative fatty-acid--CoA ligase FadD10
OHCOPGBM_00114	gene	249				
OHCOPGBM_00114	CDS	249				putative protein
OHCOPGBM_00115	gene	7539	dltA			
OHCOPGBM_00115	CDS	7539	dltA	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
OHCOPGBM_00116	gene	1923				
OHCOPGBM_00116	CDS	1923			COG3336	putative protein
OHCOPGBM_00117	gene	2259	ctpB			
OHCOPGBM_00117	CDS	2259	ctpB	3.6.3.-	COG2217	Cation-transporting P-type ATPase B
OHCOPGBM_00118	gene	1515				
OHCOPGBM_00118	CDS	1515				hypothetical protein
OHCOPGBM_00119	gene	285				
OHCOPGBM_00119	CDS	285				hypothetical protein
OHCOPGBM_00120	gene	1197				
OHCOPGBM_00120	CDS	1197			COG0523	putative protein
OHCOPGBM_00121	gene	4878	ctpI_1			
OHCOPGBM_00121	CDS	4878	ctpI_1	3.6.3.-	COG0474	putative cation-transporting ATPase I
OHCOPGBM_00122	gene	243				
OHCOPGBM_00122	CDS	243				hypothetical protein
OHCOPGBM_00123	gene	1491				
OHCOPGBM_00123	CDS	1491				hypothetical protein
OHCOPGBM_00124	gene	750	glpG			
OHCOPGBM_00124	CDS	750	glpG	3.4.21.105		Rhomboid protease GlpG
OHCOPGBM_00125	gene	2058				
OHCOPGBM_00125	CDS	2058				hypothetical protein
OHCOPGBM_00126	gene	957	rmd			
OHCOPGBM_00126	CDS	957	rmd	1.1.1.281		GDP-6-deoxy-D-mannose reductase
OHCOPGBM_00127	gene	624	gmhA			
OHCOPGBM_00127	CDS	624	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
OHCOPGBM_00128	gene	573	hisB_1			
OHCOPGBM_00128	CDS	573	hisB_1	3.1.3.15		Histidine biosynthesis bifunctional protein HisB
OHCOPGBM_00129	gene	1068	hddA			
OHCOPGBM_00129	CDS	1068	hddA	2.7.1.168		D-glycero-alpha-D-manno-heptose 7-phosphate kinase
OHCOPGBM_00130	gene	189				
OHCOPGBM_00130	CDS	189				hypothetical protein
OHCOPGBM_00131	gene	756	ldtA			
OHCOPGBM_00131	CDS	756	ldtA	2.3.2.-	COG1376	L,D-transpeptidase 1
OHCOPGBM_00132	gene	945	oxyR			
OHCOPGBM_00132	CDS	945	oxyR			putative hydrogen peroxide-inducible genes activator
OHCOPGBM_00133	gene	1749	oxc			
OHCOPGBM_00133	CDS	1749	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
OHCOPGBM_00134	gene	1629	sauT			
OHCOPGBM_00134	CDS	1629	sauT	6.2.1.-	COG0318	putative sulfoacetate--CoA ligase
OHCOPGBM_00135	gene	2145				
OHCOPGBM_00135	CDS	2145			COG0480	Elongation factor G-like protein
OHCOPGBM_00136	gene	435				
OHCOPGBM_00136	CDS	435				hypothetical protein
OHCOPGBM_00137	gene	183				
OHCOPGBM_00137	CDS	183				hypothetical protein
OHCOPGBM_00138	gene	369				
OHCOPGBM_00138	CDS	369				hypothetical protein
OHCOPGBM_00139	gene	1068				
OHCOPGBM_00139	CDS	1068				hypothetical protein
OHCOPGBM_00140	gene	1806	treS			
OHCOPGBM_00140	CDS	1806	treS	3.2.1.1	COG0366	Trehalose synthase/amylase TreS
OHCOPGBM_00141	gene	1368	mak			
OHCOPGBM_00141	CDS	1368	mak	2.7.1.175		Maltokinase
OHCOPGBM_00142	gene	780				
OHCOPGBM_00142	CDS	780				hypothetical protein
OHCOPGBM_00143	gene	1023	fbpC			
