locus_tag	ftype	length_bp	gene	EC_number	COG	product
HELMKAPL_00001	gene	1101	yidC			
HELMKAPL_00001	CDS	1101	yidC		COG0706	Membrane protein insertase YidC
HELMKAPL_00002	gene	564				
HELMKAPL_00002	CDS	564				hypothetical protein
HELMKAPL_00003	gene	675	rsmG			
HELMKAPL_00003	CDS	675	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
HELMKAPL_00004	gene	1044	nifH			
HELMKAPL_00004	CDS	1044	nifH	1.18.6.1		Nitrogenase iron protein
HELMKAPL_00005	gene	1035	parB			
HELMKAPL_00005	CDS	1035	parB		COG1475	putative chromosome-partitioning protein ParB
HELMKAPL_00006	gene	735				
HELMKAPL_00006	CDS	735				hypothetical protein
HELMKAPL_00007	gene	1221	cwlM			
HELMKAPL_00007	CDS	1221	cwlM	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase CwlM
HELMKAPL_00008	gene	351	trxA			
HELMKAPL_00008	CDS	351	trxA		COG0526	Thioredoxin
HELMKAPL_00009	gene	1008	trxB			
HELMKAPL_00009	CDS	1008	trxB	1.8.1.9	COG0492	Thioredoxin reductase
HELMKAPL_00010	gene	765	rsmA			
HELMKAPL_00010	CDS	765	rsmA			Anti-sigma-M factor RsmA
HELMKAPL_00011	gene	591	sigM			
HELMKAPL_00011	CDS	591	sigM			ECF RNA polymerase sigma factor SigM
HELMKAPL_00012	gene	3555	mviN			
HELMKAPL_00012	CDS	3555	mviN		COG0728	putative peptidoglycan biosynthesis protein MviN
HELMKAPL_00013	gene	2409				
HELMKAPL_00013	CDS	2409				hypothetical protein
HELMKAPL_00014	gene	663	mutT4			
HELMKAPL_00014	CDS	663	mutT4	3.6.1.-	COG0494	Putative mutator protein MutT4
HELMKAPL_00015	gene	1443	cca			
HELMKAPL_00015	CDS	1443	cca	2.7.7.72		CCA-adding enzyme
HELMKAPL_00016	gene	510				
HELMKAPL_00016	CDS	510				hypothetical protein
HELMKAPL_00017	gene	312	esxF			
HELMKAPL_00017	CDS	312	esxF			ESAT-6-like protein EsxF
HELMKAPL_00018	gene	291	esxE			
HELMKAPL_00018	CDS	291	esxE			ESAT-6-like protein EsxE
HELMKAPL_00019	gene	2541	cpnT			
HELMKAPL_00019	CDS	2541	cpnT			Outer membrane channel protein CpnT
HELMKAPL_00020	gene	531				
HELMKAPL_00020	CDS	531				Immunity factor for TNT
HELMKAPL_00021	gene	141				
HELMKAPL_00021	CDS	141				hypothetical protein
HELMKAPL_00022	gene	354				
HELMKAPL_00022	CDS	354				hypothetical protein
HELMKAPL_00023	gene	474				
HELMKAPL_00023	CDS	474				putative protein
HELMKAPL_00024	gene	426				
HELMKAPL_00024	CDS	426				hypothetical protein
HELMKAPL_00025	gene	933				
HELMKAPL_00025	CDS	933				hypothetical protein
HELMKAPL_00026	gene	297				
HELMKAPL_00026	CDS	297				hypothetical protein
HELMKAPL_00027	gene	717				
HELMKAPL_00027	CDS	717				putative protein
HELMKAPL_00028	gene	990				
HELMKAPL_00028	CDS	990				hypothetical protein
HELMKAPL_00029	gene	909				
HELMKAPL_00029	CDS	909				hypothetical protein
HELMKAPL_00030	gene	1488	eccB2			
HELMKAPL_00030	CDS	1488	eccB2	3.6.-.-		ESX-2 secretion system ATPase EccB2
HELMKAPL_00031	gene	4191	eccC5_1			
HELMKAPL_00031	CDS	4191	eccC5_1		COG1674	ESX-5 secretion system protein EccC5
HELMKAPL_00032	gene	234				
HELMKAPL_00032	CDS	234				hypothetical protein
HELMKAPL_00033	gene	1200				
HELMKAPL_00033	CDS	1200				hypothetical protein
HELMKAPL_00034	gene	324	esxD			
HELMKAPL_00034	CDS	324	esxD			ESAT-6-like protein EsxD
HELMKAPL_00035	gene	288	esxC			
HELMKAPL_00035	CDS	288	esxC		COG4842	ESAT-6-like protein EsxC
HELMKAPL_00036	gene	831				
HELMKAPL_00036	CDS	831				hypothetical protein
