locus_tag	ftype	length_bp	gene	EC_number	COG	product
DHAFIALN_00001	gene	1491	dnaA			
DHAFIALN_00001	CDS	1491	dnaA		COG0593	Chromosomal replication initiator protein DnaA
DHAFIALN_00002	gene	327				
DHAFIALN_00002	CDS	327				IS3 family transposase IS987
DHAFIALN_00003	gene	885				
DHAFIALN_00003	CDS	885				IS3 family transposase IS987
DHAFIALN_00004	gene	1209	dnaN			
DHAFIALN_00004	CDS	1209	dnaN		COG0592	Beta sliding clamp
DHAFIALN_00005	gene	1158	recF			
DHAFIALN_00005	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
DHAFIALN_00006	gene	516				
DHAFIALN_00006	CDS	516				hypothetical protein
DHAFIALN_00007	gene	2145	gyrB1			
DHAFIALN_00007	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
DHAFIALN_00008	gene	2517	gyrA1			
DHAFIALN_00008	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
DHAFIALN_00009	gene	198				
DHAFIALN_00009	CDS	198				hypothetical protein
DHAFIALN_00010	gene	306				
DHAFIALN_00010	CDS	306				putative protein
DHAFIALN_00011	gene	75				
DHAFIALN_00011	tRNA	75				tRNA-Ile(gat)
DHAFIALN_00012	gene	74				
DHAFIALN_00012	tRNA	74				tRNA-Ala(tgc)
DHAFIALN_00013	gene	108				
DHAFIALN_00013	CDS	108				hypothetical protein
DHAFIALN_00014	gene	438	cwsA			
DHAFIALN_00014	CDS	438	cwsA			Cell wall synthesis protein CwsA
DHAFIALN_00015	gene	549	ppiA			
DHAFIALN_00015	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
DHAFIALN_00016	gene	153				
DHAFIALN_00016	CDS	153				hypothetical protein
DHAFIALN_00017	gene	360				
DHAFIALN_00017	CDS	360				hypothetical protein
DHAFIALN_00018	gene	282	crgA			
DHAFIALN_00018	CDS	282	crgA			Cell division protein CrgA
DHAFIALN_00019	gene	744				
DHAFIALN_00019	CDS	744				hypothetical protein
DHAFIALN_00020	gene	699	trpG			
DHAFIALN_00020	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
DHAFIALN_00021	gene	1881	pknB			
DHAFIALN_00021	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
DHAFIALN_00022	gene	1296	pknA			
DHAFIALN_00022	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
DHAFIALN_00023	gene	1476	pbpA			
DHAFIALN_00023	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
DHAFIALN_00024	gene	1410	rodA			
DHAFIALN_00024	CDS	1410	rodA		COG0772	putative FtsW-like protein
DHAFIALN_00025	gene	1536	pstP			
DHAFIALN_00025	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
DHAFIALN_00026	gene	468	fhaB			
DHAFIALN_00026	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
DHAFIALN_00027	gene	1566	fhaA			
DHAFIALN_00027	CDS	1566	fhaA		COG1716	FHA domain-containing protein FhaA
DHAFIALN_00028	gene	85				
DHAFIALN_00028	tRNA	85				tRNA-Leu(cag)
DHAFIALN_00029	gene	969	IMPDH			
DHAFIALN_00029	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
DHAFIALN_00030	gene	420	whiB5			
DHAFIALN_00030	CDS	420	whiB5			Transcriptional regulator WhiB5
DHAFIALN_00031	gene	771				
DHAFIALN_00031	CDS	771			COG1396	putative HTH-type transcriptional regulator
DHAFIALN_00032	gene	858				
DHAFIALN_00032	CDS	858				hypothetical protein
DHAFIALN_00033	gene	363				
DHAFIALN_00033	CDS	363				putative protein
DHAFIALN_00034	gene	1347				
DHAFIALN_00034	CDS	1347				hypothetical protein
DHAFIALN_00035	gene	318				
DHAFIALN_00035	CDS	318				hypothetical protein
DHAFIALN_00036	gene	306				
DHAFIALN_00036	CDS	306				putative protein
DHAFIALN_00037	gene	144				
DHAFIALN_00037	CDS	144				putative proteinA
DHAFIALN_00038	gene	876				
DHAFIALN_00038	CDS	876				hypothetical protein
DHAFIALN_00039	gene	330				
DHAFIALN_00039	CDS	330				putative protein
DHAFIALN_00040	gene	2316	bioF2			
DHAFIALN_00040	CDS	2316	bioF2	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
DHAFIALN_00041	gene	264	acpP			
DHAFIALN_00041	CDS	264	acpP			Acyl carrier protein
DHAFIALN_00042	gene	396				
DHAFIALN_00042	CDS	396			COG3631	putative protein
DHAFIALN_00043	gene	1689	menE_1			
DHAFIALN_00043	CDS	1689	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
DHAFIALN_00044	gene	774				
DHAFIALN_00044	CDS	774				putative protein
DHAFIALN_00045	gene	1311				
DHAFIALN_00045	CDS	1311			COG0477	putative MFS-type transporter
DHAFIALN_00046	gene	633				
DHAFIALN_00046	CDS	633				hypothetical protein
DHAFIALN_00047	gene	348				
DHAFIALN_00047	CDS	348				hypothetical protein
DHAFIALN_00048	gene	933				
DHAFIALN_00048	CDS	933				Proline-rich 28 kDa antigen
DHAFIALN_00049	gene	2877	leuS			
DHAFIALN_00049	CDS	2877	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
DHAFIALN_00050	gene	627				
DHAFIALN_00050	CDS	627				hypothetical protein
DHAFIALN_00051	gene	735				
DHAFIALN_00051	CDS	735			COG1802	putative HTH-type transcriptional regulator
DHAFIALN_00052	gene	795	rutA			
DHAFIALN_00052	CDS	795	rutA	1.14.99.46		Pyrimidine monooxygenase RutA
DHAFIALN_00053	gene	678				
DHAFIALN_00053	CDS	678				hypothetical protein
DHAFIALN_00054	gene	1104	ino1			
DHAFIALN_00054	CDS	1104	ino1	5.5.1.4	COG1260	Inositol-3-phosphate synthase
DHAFIALN_00055	gene	543				
DHAFIALN_00055	CDS	543				hypothetical protein
DHAFIALN_00056	gene	870				
DHAFIALN_00056	CDS	870				putative protein
DHAFIALN_00057	gene	414				
DHAFIALN_00057	CDS	414				putative protein
DHAFIALN_00058	gene	2472	ponA1			
DHAFIALN_00058	CDS	2472	ponA1		COG0744	Penicillin-binding protein 1A
DHAFIALN_00059	gene	1683				
DHAFIALN_00059	CDS	1683				hypothetical protein
DHAFIALN_00060	gene	639	inhA_1			
DHAFIALN_00060	CDS	639	inhA_1	4.2.1.103		Isonitrile hydratase
DHAFIALN_00061	gene	291	rpsF			
DHAFIALN_00061	CDS	291	rpsF		COG0360	30S ribosomal protein S6
DHAFIALN_00062	gene	495	ssb			
DHAFIALN_00062	CDS	495	ssb		COG0629	Single-stranded DNA-binding protein
DHAFIALN_00063	gene	255	rpsR1_1			
DHAFIALN_00063	CDS	255	rpsR1_1		COG0238	30S ribosomal protein S18 1
DHAFIALN_00064	gene	459	rplI			
DHAFIALN_00064	CDS	459	rplI		COG0359	50S ribosomal protein L9
DHAFIALN_00065	gene	522				
DHAFIALN_00065	CDS	522				hypothetical protein
DHAFIALN_00066	gene	2625	dnaB			
DHAFIALN_00066	CDS	2625	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
DHAFIALN_00067	gene	693				
DHAFIALN_00067	CDS	693				hypothetical protein
DHAFIALN_00068	gene	1059				
DHAFIALN_00068	CDS	1059				hypothetical protein
DHAFIALN_00069	gene	201				
DHAFIALN_00069	CDS	201				hypothetical protein
DHAFIALN_00070	gene	213				
DHAFIALN_00070	CDS	213				hypothetical protein
DHAFIALN_00071	gene	924	cenA			
DHAFIALN_00071	CDS	924	cenA	3.2.1.4	COG5297	Endoglucanase A
DHAFIALN_00072	gene	1491	yvdP			
DHAFIALN_00072	CDS	1491	yvdP	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
DHAFIALN_00073	gene	156				
DHAFIALN_00073	CDS	156				hypothetical protein
DHAFIALN_00074	gene	2940				
DHAFIALN_00074	CDS	2940				hypothetical protein
DHAFIALN_00075	gene	240				
DHAFIALN_00075	CDS	240				hypothetical protein
DHAFIALN_00076	gene	402	vapC9_1			
DHAFIALN_00076	CDS	402	vapC9_1	3.1.-.-	COG4113	Ribonuclease VapC9
DHAFIALN_00077	gene	2238	icd2			
DHAFIALN_00077	CDS	2238	icd2	1.1.1.42		Isocitrate dehydrogenase [NADP] 2
DHAFIALN_00078	gene	570				
DHAFIALN_00078	CDS	570				hypothetical protein
DHAFIALN_00079	gene	912				
DHAFIALN_00079	CDS	912				hypothetical protein
DHAFIALN_00080	gene	1386	sdaA			
DHAFIALN_00080	CDS	1386	sdaA	4.3.1.17	COG1760	L-serine dehydratase
DHAFIALN_00081	gene	1278	glyA2			
DHAFIALN_00081	CDS	1278	glyA2	2.1.2.1	COG0112	Serine hydroxymethyltransferase 2
DHAFIALN_00082	gene	91				
DHAFIALN_00082	misc_RNA	91				Glycine
DHAFIALN_00083	gene	1050	hutI_1			
DHAFIALN_00083	CDS	1050	hutI_1	3.5.2.7		Imidazolonepropionase
DHAFIALN_00084	gene	1173	metC			
DHAFIALN_00084	CDS	1173	metC	4.4.1.13	COG1168	Cystathionine beta-lyase
DHAFIALN_00085	gene	390				
DHAFIALN_00085	CDS	390				hypothetical protein
DHAFIALN_00086	gene	831	oleB			
DHAFIALN_00086	CDS	831	oleB	4.1.1.114	COG0596	Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase
DHAFIALN_00087	gene	606	tetC			
DHAFIALN_00087	CDS	606	tetC			Transposon Tn10 TetC protein
DHAFIALN_00088	gene	594				
DHAFIALN_00088	CDS	594				hypothetical protein
