locus_tag	ftype	length_bp	gene	EC_number	COG	product
OAMLMAHA_00001	gene	1188	dnaA			
OAMLMAHA_00001	CDS	1188	dnaA		COG0593	Chromosomal replication initiator protein DnaA
OAMLMAHA_00002	gene	1209	dnaN			
OAMLMAHA_00002	CDS	1209	dnaN		COG0592	Beta sliding clamp
OAMLMAHA_00003	gene	1158	recF			
OAMLMAHA_00003	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
OAMLMAHA_00004	gene	516				
OAMLMAHA_00004	CDS	516				hypothetical protein
OAMLMAHA_00005	gene	2145	gyrB1			
OAMLMAHA_00005	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
OAMLMAHA_00006	gene	2517	gyrA1			
OAMLMAHA_00006	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
OAMLMAHA_00007	gene	915				
OAMLMAHA_00007	CDS	915				putative protein
OAMLMAHA_00008	gene	75				
OAMLMAHA_00008	tRNA	75				tRNA-Ile(gat)
OAMLMAHA_00009	gene	74				
OAMLMAHA_00009	tRNA	74				tRNA-Ala(tgc)
OAMLMAHA_00010	gene	108				
OAMLMAHA_00010	CDS	108				hypothetical protein
OAMLMAHA_00011	gene	138				
OAMLMAHA_00011	CDS	138				hypothetical protein
OAMLMAHA_00012	gene	438	cwsA			
OAMLMAHA_00012	CDS	438	cwsA			Cell wall synthesis protein CwsA
OAMLMAHA_00013	gene	549	ppiA			
OAMLMAHA_00013	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
OAMLMAHA_00014	gene	153				
OAMLMAHA_00014	CDS	153				hypothetical protein
OAMLMAHA_00015	gene	360				
OAMLMAHA_00015	CDS	360				hypothetical protein
OAMLMAHA_00016	gene	282	crgA			
OAMLMAHA_00016	CDS	282	crgA			Cell division protein CrgA
OAMLMAHA_00017	gene	744				
OAMLMAHA_00017	CDS	744				hypothetical protein
OAMLMAHA_00018	gene	699	trpG			
OAMLMAHA_00018	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
OAMLMAHA_00019	gene	1881	pknB			
OAMLMAHA_00019	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
OAMLMAHA_00020	gene	1293	pknA			
OAMLMAHA_00020	CDS	1293	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
OAMLMAHA_00021	gene	1476	pbpA			
OAMLMAHA_00021	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
OAMLMAHA_00022	gene	1410	rodA			
OAMLMAHA_00022	CDS	1410	rodA		COG0772	putative FtsW-like protein
OAMLMAHA_00023	gene	1536	pstP			
OAMLMAHA_00023	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
OAMLMAHA_00024	gene	468	fhaB			
OAMLMAHA_00024	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
OAMLMAHA_00025	gene	1584	fhaA			
OAMLMAHA_00025	CDS	1584	fhaA		COG1716	FHA domain-containing protein FhaA
OAMLMAHA_00026	gene	85				
OAMLMAHA_00026	tRNA	85				tRNA-Leu(cag)
OAMLMAHA_00027	gene	969	IMPDH			
OAMLMAHA_00027	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
OAMLMAHA_00028	gene	420	whiB5			
OAMLMAHA_00028	CDS	420	whiB5			Transcriptional regulator WhiB5
OAMLMAHA_00029	gene	771				
OAMLMAHA_00029	CDS	771			COG1396	putative HTH-type transcriptional regulator
OAMLMAHA_00030	gene	846				
OAMLMAHA_00030	CDS	846				hypothetical protein
OAMLMAHA_00031	gene	363				
OAMLMAHA_00031	CDS	363				putative protein
OAMLMAHA_00032	gene	1347				
OAMLMAHA_00032	CDS	1347				hypothetical protein
OAMLMAHA_00033	gene	318				
OAMLMAHA_00033	CDS	318				hypothetical protein
OAMLMAHA_00034	gene	306				
OAMLMAHA_00034	CDS	306				putative protein
OAMLMAHA_00035	gene	144				
OAMLMAHA_00035	CDS	144				putative proteinA
OAMLMAHA_00036	gene	876				
OAMLMAHA_00036	CDS	876				hypothetical protein
OAMLMAHA_00037	gene	330				
OAMLMAHA_00037	CDS	330				putative protein
OAMLMAHA_00038	gene	2316	bioF2			
OAMLMAHA_00038	CDS	2316	bioF2	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
OAMLMAHA_00039	gene	264	acpP			
OAMLMAHA_00039	CDS	264	acpP			Acyl carrier protein
OAMLMAHA_00040	gene	396				
OAMLMAHA_00040	CDS	396			COG3631	putative protein
OAMLMAHA_00041	gene	1689	menE_1			
OAMLMAHA_00041	CDS	1689	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
OAMLMAHA_00042	gene	774				
OAMLMAHA_00042	CDS	774				putative protein
OAMLMAHA_00043	gene	1311				
OAMLMAHA_00043	CDS	1311			COG0477	putative MFS-type transporter
OAMLMAHA_00044	gene	633				
OAMLMAHA_00044	CDS	633				hypothetical protein
OAMLMAHA_00045	gene	348				
OAMLMAHA_00045	CDS	348				hypothetical protein
OAMLMAHA_00046	gene	933				
OAMLMAHA_00046	CDS	933				Proline-rich 28 kDa antigen
OAMLMAHA_00047	gene	2877	leuS			
OAMLMAHA_00047	CDS	2877	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
OAMLMAHA_00048	gene	504				
OAMLMAHA_00048	CDS	504				hypothetical protein
OAMLMAHA_00049	gene	735				
OAMLMAHA_00049	CDS	735			COG1802	putative HTH-type transcriptional regulator
OAMLMAHA_00050	gene	795	rutA			
OAMLMAHA_00050	CDS	795	rutA	1.14.99.46		Pyrimidine monooxygenase RutA
OAMLMAHA_00051	gene	915	menH_1			
OAMLMAHA_00051	CDS	915	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
OAMLMAHA_00052	gene	1104	ino1			
OAMLMAHA_00052	CDS	1104	ino1	5.5.1.4	COG1260	Inositol-3-phosphate synthase
OAMLMAHA_00053	gene	543				
OAMLMAHA_00053	CDS	543				hypothetical protein
OAMLMAHA_00054	gene	870				
OAMLMAHA_00054	CDS	870				putative protein
OAMLMAHA_00055	gene	414				
OAMLMAHA_00055	CDS	414				putative protein
OAMLMAHA_00056	gene	2466	ponA1			
OAMLMAHA_00056	CDS	2466	ponA1		COG0744	Penicillin-binding protein 1A
OAMLMAHA_00057	gene	1683				
OAMLMAHA_00057	CDS	1683				hypothetical protein
OAMLMAHA_00058	gene	639	inhA_1			
OAMLMAHA_00058	CDS	639	inhA_1	4.2.1.103		Isonitrile hydratase
OAMLMAHA_00059	gene	291	rpsF			
OAMLMAHA_00059	CDS	291	rpsF		COG0360	30S ribosomal protein S6
OAMLMAHA_00060	gene	495	ssb			
OAMLMAHA_00060	CDS	495	ssb		COG0629	Single-stranded DNA-binding protein
OAMLMAHA_00061	gene	255	rpsR1_1			
OAMLMAHA_00061	CDS	255	rpsR1_1		COG0238	30S ribosomal protein S18 1
OAMLMAHA_00062	gene	459	rplI			
OAMLMAHA_00062	CDS	459	rplI		COG0359	50S ribosomal protein L9
OAMLMAHA_00063	gene	522				
OAMLMAHA_00063	CDS	522				hypothetical protein
OAMLMAHA_00064	gene	2625	dnaB			
OAMLMAHA_00064	CDS	2625	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
OAMLMAHA_00065	gene	693				
OAMLMAHA_00065	CDS	693				hypothetical protein
OAMLMAHA_00066	gene	1059				
OAMLMAHA_00066	CDS	1059				hypothetical protein
OAMLMAHA_00067	gene	654				
OAMLMAHA_00067	CDS	654				hypothetical protein
OAMLMAHA_00068	gene	924	cenA			
OAMLMAHA_00068	CDS	924	cenA	3.2.1.4	COG5297	Endoglucanase A
OAMLMAHA_00069	gene	1440	yvdP			
OAMLMAHA_00069	CDS	1440	yvdP	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
OAMLMAHA_00070	gene	156				
OAMLMAHA_00070	CDS	156				hypothetical protein
OAMLMAHA_00071	gene	2883				
OAMLMAHA_00071	CDS	2883				hypothetical protein
OAMLMAHA_00072	gene	240				
OAMLMAHA_00072	CDS	240				hypothetical protein
OAMLMAHA_00073	gene	402	vapC9_1			
OAMLMAHA_00073	CDS	402	vapC9_1	3.1.-.-	COG4113	Ribonuclease VapC9
OAMLMAHA_00074	gene	2238	icd2			
OAMLMAHA_00074	CDS	2238	icd2	1.1.1.42		Isocitrate dehydrogenase [NADP] 2
OAMLMAHA_00075	gene	570				
OAMLMAHA_00075	CDS	570				hypothetical protein
OAMLMAHA_00076	gene	912				
OAMLMAHA_00076	CDS	912				hypothetical protein
OAMLMAHA_00077	gene	1386	sdaA			
OAMLMAHA_00077	CDS	1386	sdaA	4.3.1.17	COG1760	L-serine dehydratase
OAMLMAHA_00078	gene	1278	glyA2			
OAMLMAHA_00078	CDS	1278	glyA2	2.1.2.1	COG0112	Serine hydroxymethyltransferase 2
OAMLMAHA_00079	gene	91				
OAMLMAHA_00079	misc_RNA	91				Glycine
OAMLMAHA_00080	gene	708				
OAMLMAHA_00080	CDS	708				hypothetical protein
OAMLMAHA_00081	gene	99				
OAMLMAHA_00081	misc_RNA	99				Intron_gpII
OAMLMAHA_00082	gene	1050				
OAMLMAHA_00082	CDS	1050			COG0577	putative ABC transporter permease
OAMLMAHA_00083	gene	993				
OAMLMAHA_00083	CDS	993			COG0664	putative ABC transporter ATP-binding protein
OAMLMAHA_00084	gene	1236	hutI_1			
OAMLMAHA_00084	CDS	1236	hutI_1	3.5.2.7		Imidazolonepropionase
OAMLMAHA_00085	gene	1173	metC			
OAMLMAHA_00085	CDS	1173	metC	4.4.1.13	COG1168	Cystathionine beta-lyase
OAMLMAHA_00086	gene	390				
OAMLMAHA_00086	CDS	390				hypothetical protein
OAMLMAHA_00087	gene	831	oleB			
OAMLMAHA_00087	CDS	831	oleB	4.1.1.114	COG0596	Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase
OAMLMAHA_00088	gene	606	tetC			
OAMLMAHA_00088	CDS	606	tetC			Transposon Tn10 TetC protein
OAMLMAHA_00089	gene	594				
OAMLMAHA_00089	CDS	594				hypothetical protein
OAMLMAHA_00090	gene	207				
OAMLMAHA_00090	CDS	207				hypothetical protein
OAMLMAHA_00091	gene	822				
OAMLMAHA_00091	CDS	822				Dormancy associated translation inhibitor
OAMLMAHA_00092	gene	459				
OAMLMAHA_00092	CDS	459				putative protein
OAMLMAHA_00093	gene	345				
OAMLMAHA_00093	CDS	345			COG0640	putative HTH-type transcriptional regulator
OAMLMAHA_00094	gene	480	hycG			
OAMLMAHA_00094	CDS	480	hycG		COG3260	Formate hydrogenlyase subunit 7
OAMLMAHA_00095	gene	1923	hyfB			
OAMLMAHA_00095	CDS	1923	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
OAMLMAHA_00096	gene	951	hycD			
OAMLMAHA_00096	CDS	951	hycD		COG0650	Formate hydrogenlyase subunit 4
OAMLMAHA_00097	gene	663				
OAMLMAHA_00097	CDS	663				hypothetical protein
OAMLMAHA_00098	gene	1467	ndhB			
OAMLMAHA_00098	CDS	1467	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
OAMLMAHA_00099	gene	1476	hycE			
OAMLMAHA_00099	CDS	1476	hycE		COG3261	Formate hydrogenlyase subunit 5
OAMLMAHA_00100	gene	480				
OAMLMAHA_00100	CDS	480				putative protein
OAMLMAHA_00101	gene	594	COQ3_1			
OAMLMAHA_00101	CDS	594	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
OAMLMAHA_00102	gene	771				
OAMLMAHA_00102	CDS	771			COG3305	putative protein
OAMLMAHA_00103	gene	195				
OAMLMAHA_00103	CDS	195				hypothetical protein
OAMLMAHA_00104	gene	768	mtnN			
OAMLMAHA_00104	CDS	768	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
OAMLMAHA_00105	gene	2286	ctpA			
OAMLMAHA_00105	CDS	2286	ctpA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
OAMLMAHA_00106	gene	711				
OAMLMAHA_00106	CDS	711			COG5660	putative protein
OAMLMAHA_00107	gene	960				
OAMLMAHA_00107	CDS	960				putative protein
OAMLMAHA_00108	gene	366				
OAMLMAHA_00108	CDS	366				putative protein
OAMLMAHA_00109	gene	1392				
OAMLMAHA_00109	CDS	1392				hypothetical protein
OAMLMAHA_00110	gene	870				
OAMLMAHA_00110	CDS	870		1.-.-.-	COG2175	Putative dioxygenase
OAMLMAHA_00111	gene	552				
OAMLMAHA_00111	CDS	552				putative protein
OAMLMAHA_00112	gene	1599				
OAMLMAHA_00112	CDS	1599		6.2.1.-	COG0318	Putative fatty-acid--CoA ligase FadD10
OAMLMAHA_00113	gene	249				
OAMLMAHA_00113	CDS	249				putative protein
OAMLMAHA_00114	gene	7539	dltA			
OAMLMAHA_00114	CDS	7539	dltA	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
OAMLMAHA_00115	gene	1923				
OAMLMAHA_00115	CDS	1923			COG3336	putative protein
OAMLMAHA_00116	gene	2259	ctpB			
OAMLMAHA_00116	CDS	2259	ctpB	3.6.3.-	COG2217	Cation-transporting P-type ATPase B
OAMLMAHA_00117	gene	1515				
OAMLMAHA_00117	CDS	1515				hypothetical protein
OAMLMAHA_00118	gene	285				
OAMLMAHA_00118	CDS	285				hypothetical protein
OAMLMAHA_00119	gene	1197				
OAMLMAHA_00119	CDS	1197			COG0523	putative protein
OAMLMAHA_00120	gene	4878	ctpI_1			
OAMLMAHA_00120	CDS	4878	ctpI_1	3.6.3.-	COG0474	putative cation-transporting ATPase I
OAMLMAHA_00121	gene	243				
OAMLMAHA_00121	CDS	243				hypothetical protein
OAMLMAHA_00122	gene	1491				
OAMLMAHA_00122	CDS	1491				hypothetical protein
OAMLMAHA_00123	gene	750	glpG			
OAMLMAHA_00123	CDS	750	glpG	3.4.21.105		Rhomboid protease GlpG
OAMLMAHA_00124	gene	2058				
OAMLMAHA_00124	CDS	2058				hypothetical protein
OAMLMAHA_00125	gene	957	rmd			
OAMLMAHA_00125	CDS	957	rmd	1.1.1.281		GDP-6-deoxy-D-mannose reductase
OAMLMAHA_00126	gene	624	gmhA			
OAMLMAHA_00126	CDS	624	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
OAMLMAHA_00127	gene	573	hisB_1			
OAMLMAHA_00127	CDS	573	hisB_1	3.1.3.15		Histidine biosynthesis bifunctional protein HisB
OAMLMAHA_00128	gene	1161	hddA			
OAMLMAHA_00128	CDS	1161	hddA	2.7.1.168		D-glycero-alpha-D-manno-heptose 7-phosphate kinase
OAMLMAHA_00129	gene	189				
OAMLMAHA_00129	CDS	189				hypothetical protein
OAMLMAHA_00130	gene	756	ldtA			
OAMLMAHA_00130	CDS	756	ldtA	2.3.2.-	COG1376	L,D-transpeptidase 1
OAMLMAHA_00131	gene	945	oxyR			
OAMLMAHA_00131	CDS	945	oxyR			putative hydrogen peroxide-inducible genes activator
OAMLMAHA_00132	gene	1749	oxc			
OAMLMAHA_00132	CDS	1749	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
OAMLMAHA_00133	gene	1629	sauT			
OAMLMAHA_00133	CDS	1629	sauT	6.2.1.-	COG0318	putative sulfoacetate--CoA ligase
OAMLMAHA_00134	gene	2145				
OAMLMAHA_00134	CDS	2145			COG0480	Elongation factor G-like protein
OAMLMAHA_00135	gene	435				
OAMLMAHA_00135	CDS	435				hypothetical protein
OAMLMAHA_00136	gene	183				
OAMLMAHA_00136	CDS	183				hypothetical protein
OAMLMAHA_00137	gene	369				
OAMLMAHA_00137	CDS	369				hypothetical protein
OAMLMAHA_00138	gene	477				
OAMLMAHA_00138	CDS	477				hypothetical protein
OAMLMAHA_00139	gene	1041				
OAMLMAHA_00139	CDS	1041				hypothetical protein
OAMLMAHA_00140	gene	1068				
OAMLMAHA_00140	CDS	1068				hypothetical protein
OAMLMAHA_00141	gene	1806	treS			
OAMLMAHA_00141	CDS	1806	treS	3.2.1.1	COG0366	Trehalose synthase/amylase TreS
OAMLMAHA_00142	gene	1368	mak			
OAMLMAHA_00142	CDS	1368	mak	2.7.1.175		Maltokinase
OAMLMAHA_00143	gene	780				
OAMLMAHA_00143	CDS	780				hypothetical protein
OAMLMAHA_00144	gene	1023	fbpC			
OAMLMAHA_00144	CDS	1023	fbpC	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85C
OAMLMAHA_00145	gene	456				
OAMLMAHA_00145	CDS	456		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
OAMLMAHA_00146	gene	1344	bbsG			
OAMLMAHA_00146	CDS	1344	bbsG	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
OAMLMAHA_00147	gene	1083	fgd2			
OAMLMAHA_00147	CDS	1083	fgd2	1.1.98.-	COG2141	F420-dependent hydroxymycolic acid dehydrogenase
OAMLMAHA_00148	gene	606				
OAMLMAHA_00148	CDS	606				hypothetical protein
OAMLMAHA_00149	gene	903				
OAMLMAHA_00149	CDS	903		3.3.2.10		Soluble epoxide hydrolase
OAMLMAHA_00150	gene	606				
OAMLMAHA_00150	CDS	606				hypothetical protein
OAMLMAHA_00151	gene	1326				
OAMLMAHA_00151	CDS	1326		1.14.-.-	COG2124	Putative cytochrome P450 138
OAMLMAHA_00152	gene	549	msrA			
OAMLMAHA_00152	CDS	549	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
OAMLMAHA_00153	gene	504				
OAMLMAHA_00153	CDS	504				hypothetical protein
OAMLMAHA_00154	gene	1023	auaH			
OAMLMAHA_00154	CDS	1023	auaH	1.1.1.394		Aurachin B dehydrogenase
OAMLMAHA_00155	gene	381				
OAMLMAHA_00155	CDS	381				hypothetical protein
OAMLMAHA_00156	gene	411				
OAMLMAHA_00156	CDS	411				hypothetical protein
OAMLMAHA_00157	gene	927				
OAMLMAHA_00157	CDS	927				hypothetical protein
OAMLMAHA_00158	gene	1479	clcB			
OAMLMAHA_00158	CDS	1479	clcB			Voltage-gated ClC-type chloride channel ClcB
OAMLMAHA_00159	gene	843				
OAMLMAHA_00159	CDS	843				hypothetical protein
OAMLMAHA_00160	gene	954				
OAMLMAHA_00160	CDS	954		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
OAMLMAHA_00161	gene	933				
OAMLMAHA_00161	CDS	933		2.1.1.-	COG3315	Putative S-adenosyl-L-methionine-dependent methyltransferase
OAMLMAHA_00162	gene	1473	aldH1			
OAMLMAHA_00162	CDS	1473	aldH1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
OAMLMAHA_00163	gene	861				
OAMLMAHA_00163	CDS	861		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
OAMLMAHA_00164	gene	969				
