locus_tag	ftype	length_bp	gene	EC_number	COG	product
MEDLPFJO_00001	gene	1188	dnaA			
MEDLPFJO_00001	CDS	1188	dnaA		COG0593	Chromosomal replication initiator protein DnaA
MEDLPFJO_00002	gene	1209	dnaN			
MEDLPFJO_00002	CDS	1209	dnaN		COG0592	Beta sliding clamp
MEDLPFJO_00003	gene	1158	recF			
MEDLPFJO_00003	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
MEDLPFJO_00004	gene	516				
MEDLPFJO_00004	CDS	516				hypothetical protein
MEDLPFJO_00005	gene	2145	gyrB1			
MEDLPFJO_00005	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
MEDLPFJO_00006	gene	2517	gyrA1			
MEDLPFJO_00006	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
MEDLPFJO_00007	gene	198				
MEDLPFJO_00007	CDS	198				hypothetical protein
MEDLPFJO_00008	gene	345				
MEDLPFJO_00008	CDS	345				putative protein
MEDLPFJO_00009	gene	75				
MEDLPFJO_00009	tRNA	75				tRNA-Ile(gat)
MEDLPFJO_00010	gene	74				
MEDLPFJO_00010	tRNA	74				tRNA-Ala(tgc)
MEDLPFJO_00011	gene	108				
MEDLPFJO_00011	CDS	108				hypothetical protein
MEDLPFJO_00012	gene	438	cwsA			
MEDLPFJO_00012	CDS	438	cwsA			Cell wall synthesis protein CwsA
MEDLPFJO_00013	gene	549	ppiA			
MEDLPFJO_00013	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
MEDLPFJO_00014	gene	153				
MEDLPFJO_00014	CDS	153				hypothetical protein
MEDLPFJO_00015	gene	360				
MEDLPFJO_00015	CDS	360				hypothetical protein
MEDLPFJO_00016	gene	282	crgA			
MEDLPFJO_00016	CDS	282	crgA			Cell division protein CrgA
MEDLPFJO_00017	gene	744				
MEDLPFJO_00017	CDS	744				hypothetical protein
MEDLPFJO_00018	gene	699	trpG			
MEDLPFJO_00018	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
MEDLPFJO_00019	gene	1881	pknB			
MEDLPFJO_00019	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
MEDLPFJO_00020	gene	1293	pknA			
MEDLPFJO_00020	CDS	1293	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
MEDLPFJO_00021	gene	1476	pbpA			
MEDLPFJO_00021	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
MEDLPFJO_00022	gene	1410	rodA			
MEDLPFJO_00022	CDS	1410	rodA		COG0772	putative FtsW-like protein
MEDLPFJO_00023	gene	1536	pstP			
MEDLPFJO_00023	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
MEDLPFJO_00024	gene	468	fhaB			
MEDLPFJO_00024	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
MEDLPFJO_00025	gene	1566	fhaA			
MEDLPFJO_00025	CDS	1566	fhaA		COG1716	FHA domain-containing protein FhaA
MEDLPFJO_00026	gene	85				
MEDLPFJO_00026	tRNA	85				tRNA-Leu(cag)
MEDLPFJO_00027	gene	969	IMPDH			
MEDLPFJO_00027	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
MEDLPFJO_00028	gene	420	whiB5			
MEDLPFJO_00028	CDS	420	whiB5			Transcriptional regulator WhiB5
MEDLPFJO_00029	gene	771				
MEDLPFJO_00029	CDS	771			COG1396	putative HTH-type transcriptional regulator
MEDLPFJO_00030	gene	846				
MEDLPFJO_00030	CDS	846				hypothetical protein
MEDLPFJO_00031	gene	363				
MEDLPFJO_00031	CDS	363				putative protein
MEDLPFJO_00032	gene	1434				
MEDLPFJO_00032	CDS	1434				hypothetical protein
MEDLPFJO_00033	gene	318				
MEDLPFJO_00033	CDS	318				hypothetical protein
MEDLPFJO_00034	gene	306				
MEDLPFJO_00034	CDS	306				putative protein
MEDLPFJO_00035	gene	144				
MEDLPFJO_00035	CDS	144				putative proteinA
MEDLPFJO_00036	gene	876				
MEDLPFJO_00036	CDS	876				hypothetical protein
MEDLPFJO_00037	gene	330				
MEDLPFJO_00037	CDS	330				putative protein
MEDLPFJO_00038	gene	1506	bioF2_1			
