locus_tag	ftype	length_bp	gene	EC_number	COG	product
DAEACGKN_00001	gene	1209	dnaN			
DAEACGKN_00001	CDS	1209	dnaN		COG0592	Beta sliding clamp
DAEACGKN_00002	gene	1158	recF			
DAEACGKN_00002	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
DAEACGKN_00003	gene	516				
DAEACGKN_00003	CDS	516				hypothetical protein
DAEACGKN_00004	gene	2145	gyrB1			
DAEACGKN_00004	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
DAEACGKN_00005	gene	2517	gyrA1			
DAEACGKN_00005	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
DAEACGKN_00006	gene	915				
DAEACGKN_00006	CDS	915				putative protein
DAEACGKN_00007	gene	75				
DAEACGKN_00007	tRNA	75				tRNA-Ile(gat)
DAEACGKN_00008	gene	74				
DAEACGKN_00008	tRNA	74				tRNA-Ala(tgc)
DAEACGKN_00009	gene	108				
DAEACGKN_00009	CDS	108				hypothetical protein
DAEACGKN_00010	gene	438	cwsA			
DAEACGKN_00010	CDS	438	cwsA			Cell wall synthesis protein CwsA
DAEACGKN_00011	gene	549	ppiA			
DAEACGKN_00011	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
DAEACGKN_00012	gene	153				
DAEACGKN_00012	CDS	153				hypothetical protein
DAEACGKN_00013	gene	360				
DAEACGKN_00013	CDS	360				hypothetical protein
DAEACGKN_00014	gene	282	crgA			
DAEACGKN_00014	CDS	282	crgA			Cell division protein CrgA
DAEACGKN_00015	gene	744				
DAEACGKN_00015	CDS	744				hypothetical protein
DAEACGKN_00016	gene	699	trpG			
DAEACGKN_00016	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
DAEACGKN_00017	gene	1881	pknB			
DAEACGKN_00017	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
DAEACGKN_00018	gene	1296	pknA			
DAEACGKN_00018	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
DAEACGKN_00019	gene	1476	pbpA			
DAEACGKN_00019	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
DAEACGKN_00020	gene	1410	rodA			
