locus_tag	ftype	length_bp	gene	EC_number	COG	product
BDGJLDPA_00001	gene	1491	dnaA			
BDGJLDPA_00001	CDS	1491	dnaA		COG0593	Chromosomal replication initiator protein DnaA
BDGJLDPA_00002	gene	1209	dnaN			
BDGJLDPA_00002	CDS	1209	dnaN		COG0592	Beta sliding clamp
BDGJLDPA_00003	gene	1158	recF			
BDGJLDPA_00003	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
BDGJLDPA_00004	gene	516				
BDGJLDPA_00004	CDS	516				hypothetical protein
BDGJLDPA_00005	gene	2028	gyrB			
BDGJLDPA_00005	CDS	2028	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
BDGJLDPA_00006	gene	2517	gyrA1			
BDGJLDPA_00006	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
BDGJLDPA_00007	gene	915				
BDGJLDPA_00007	CDS	915				putative protein
BDGJLDPA_00008	gene	75				
BDGJLDPA_00008	tRNA	75				tRNA-Ile(gat)
BDGJLDPA_00009	gene	74				
BDGJLDPA_00009	tRNA	74				tRNA-Ala(tgc)
BDGJLDPA_00010	gene	108				
BDGJLDPA_00010	CDS	108				hypothetical protein
BDGJLDPA_00011	gene	438	cwsA			
BDGJLDPA_00011	CDS	438	cwsA			Cell wall synthesis protein CwsA
BDGJLDPA_00012	gene	549	ppiA			
BDGJLDPA_00012	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
BDGJLDPA_00013	gene	153				
BDGJLDPA_00013	CDS	153				hypothetical protein
BDGJLDPA_00014	gene	360				
BDGJLDPA_00014	CDS	360				hypothetical protein
BDGJLDPA_00015	gene	282	crgA			
BDGJLDPA_00015	CDS	282	crgA			Cell division protein CrgA
BDGJLDPA_00016	gene	744				
BDGJLDPA_00016	CDS	744				hypothetical protein
BDGJLDPA_00017	gene	699	trpG			
BDGJLDPA_00017	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
BDGJLDPA_00018	gene	1881	pknB			
BDGJLDPA_00018	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
BDGJLDPA_00019	gene	1296	pknA			
BDGJLDPA_00019	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
BDGJLDPA_00020	gene	1476	pbpA			
BDGJLDPA_00020	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
BDGJLDPA_00021	gene	1410	rodA			
BDGJLDPA_00021	CDS	1410	rodA		COG0772	putative FtsW-like protein
BDGJLDPA_00022	gene	1536	pstP			
