locus_tag	ftype	length_bp	gene	EC_number	COG	product
JLJEHIJC_00001	gene	1188	dnaA			
JLJEHIJC_00001	CDS	1188	dnaA		COG0593	Chromosomal replication initiator protein DnaA
JLJEHIJC_00002	gene	1209	dnaN			
JLJEHIJC_00002	CDS	1209	dnaN		COG0592	Beta sliding clamp
JLJEHIJC_00003	gene	1158	recF			
JLJEHIJC_00003	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
JLJEHIJC_00004	gene	516				
JLJEHIJC_00004	CDS	516				hypothetical protein
JLJEHIJC_00005	gene	2145	gyrB1			
JLJEHIJC_00005	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
JLJEHIJC_00006	gene	2517	gyrA1			
JLJEHIJC_00006	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
JLJEHIJC_00007	gene	198				
JLJEHIJC_00007	CDS	198				hypothetical protein
JLJEHIJC_00008	gene	306				
JLJEHIJC_00008	CDS	306				putative protein
JLJEHIJC_00009	gene	75				
JLJEHIJC_00009	tRNA	75				tRNA-Ile(gat)
JLJEHIJC_00010	gene	74				
JLJEHIJC_00010	tRNA	74				tRNA-Ala(tgc)
JLJEHIJC_00011	gene	108				
JLJEHIJC_00011	CDS	108				hypothetical protein
JLJEHIJC_00012	gene	138				
JLJEHIJC_00012	CDS	138				hypothetical protein
JLJEHIJC_00013	gene	438	cwsA			
JLJEHIJC_00013	CDS	438	cwsA			Cell wall synthesis protein CwsA
JLJEHIJC_00014	gene	549	ppiA			
JLJEHIJC_00014	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
JLJEHIJC_00015	gene	153				
JLJEHIJC_00015	CDS	153				hypothetical protein
JLJEHIJC_00016	gene	270				
JLJEHIJC_00016	CDS	270				hypothetical protein
JLJEHIJC_00017	gene	282	crgA			
JLJEHIJC_00017	CDS	282	crgA			Cell division protein CrgA
JLJEHIJC_00018	gene	744				
JLJEHIJC_00018	CDS	744				hypothetical protein
JLJEHIJC_00019	gene	699	trpG			
JLJEHIJC_00019	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
JLJEHIJC_00020	gene	1881	pknB			
JLJEHIJC_00020	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
JLJEHIJC_00021	gene	1296	pknA			
JLJEHIJC_00021	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
JLJEHIJC_00022	gene	1476	pbpA			
JLJEHIJC_00022	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
JLJEHIJC_00023	gene	1410	rodA			
JLJEHIJC_00023	CDS	1410	rodA		COG0772	putative FtsW-like protein
JLJEHIJC_00024	gene	1536	pstP			
JLJEHIJC_00024	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
JLJEHIJC_00025	gene	468	fhaB			
JLJEHIJC_00025	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
JLJEHIJC_00026	gene	1566	fhaA			
JLJEHIJC_00026	CDS	1566	fhaA		COG1716	FHA domain-containing protein FhaA
JLJEHIJC_00027	gene	85				
JLJEHIJC_00027	tRNA	85				tRNA-Leu(cag)
JLJEHIJC_00028	gene	969	IMPDH			
JLJEHIJC_00028	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
JLJEHIJC_00029	gene	420	whiB5			
JLJEHIJC_00029	CDS	420	whiB5			Transcriptional regulator WhiB5
JLJEHIJC_00030	gene	771				
JLJEHIJC_00030	CDS	771			COG1396	putative HTH-type transcriptional regulator
JLJEHIJC_00031	gene	834				
JLJEHIJC_00031	CDS	834				hypothetical protein
JLJEHIJC_00032	gene	363				
JLJEHIJC_00032	CDS	363				putative protein
JLJEHIJC_00033	gene	1434				
JLJEHIJC_00033	CDS	1434				hypothetical protein
JLJEHIJC_00034	gene	318				
JLJEHIJC_00034	CDS	318				hypothetical protein
JLJEHIJC_00035	gene	306				
JLJEHIJC_00035	CDS	306				putative protein
JLJEHIJC_00036	gene	144				
JLJEHIJC_00036	CDS	144				putative proteinA
JLJEHIJC_00037	gene	876				
JLJEHIJC_00037	CDS	876				hypothetical protein
JLJEHIJC_00038	gene	330				
JLJEHIJC_00038	CDS	330				putative protein
JLJEHIJC_00039	gene	2316	bioF2			
JLJEHIJC_00039	CDS	2316	bioF2	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
JLJEHIJC_00040	gene	264	acpP			
JLJEHIJC_00040	CDS	264	acpP			Acyl carrier protein
JLJEHIJC_00041	gene	348				
JLJEHIJC_00041	CDS	348				hypothetical protein
JLJEHIJC_00042	gene	1689	menE_1			
JLJEHIJC_00042	CDS	1689	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
JLJEHIJC_00043	gene	774				
JLJEHIJC_00043	CDS	774				putative protein
JLJEHIJC_00044	gene	1311				
JLJEHIJC_00044	CDS	1311			COG0477	putative MFS-type transporter
JLJEHIJC_00045	gene	633				
JLJEHIJC_00045	CDS	633				hypothetical protein
JLJEHIJC_00046	gene	348				
JLJEHIJC_00046	CDS	348				hypothetical protein
JLJEHIJC_00047	gene	933				
JLJEHIJC_00047	CDS	933				Proline-rich 28 kDa antigen
JLJEHIJC_00048	gene	2877	leuS			
JLJEHIJC_00048	CDS	2877	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
JLJEHIJC_00049	gene	627				
JLJEHIJC_00049	CDS	627				hypothetical protein
JLJEHIJC_00050	gene	735				
JLJEHIJC_00050	CDS	735			COG1802	putative HTH-type transcriptional regulator
JLJEHIJC_00051	gene	795	rutA			
JLJEHIJC_00051	CDS	795	rutA	1.14.99.46		Pyrimidine monooxygenase RutA
JLJEHIJC_00052	gene	897				
JLJEHIJC_00052	CDS	897		3.5.1.29		2-(acetamidomethylene)succinate hydrolase
JLJEHIJC_00053	gene	1104	ino1			
JLJEHIJC_00053	CDS	1104	ino1	5.5.1.4	COG1260	Inositol-3-phosphate synthase
JLJEHIJC_00054	gene	543				
JLJEHIJC_00054	CDS	543				hypothetical protein
JLJEHIJC_00055	gene	870				
JLJEHIJC_00055	CDS	870				putative protein
JLJEHIJC_00056	gene	414				
JLJEHIJC_00056	CDS	414				putative protein
JLJEHIJC_00057	gene	2472	ponA1			
JLJEHIJC_00057	CDS	2472	ponA1		COG0744	Penicillin-binding protein 1A
JLJEHIJC_00058	gene	1683				
JLJEHIJC_00058	CDS	1683				hypothetical protein
JLJEHIJC_00059	gene	639	inhA_1			
JLJEHIJC_00059	CDS	639	inhA_1	4.2.1.103		Isonitrile hydratase
JLJEHIJC_00060	gene	291	rpsF			
JLJEHIJC_00060	CDS	291	rpsF		COG0360	30S ribosomal protein S6
JLJEHIJC_00061	gene	495	ssb			
JLJEHIJC_00061	CDS	495	ssb		COG0629	Single-stranded DNA-binding protein
JLJEHIJC_00062	gene	255	rpsR1_1			
JLJEHIJC_00062	CDS	255	rpsR1_1		COG0238	30S ribosomal protein S18 1
JLJEHIJC_00063	gene	459	rplI			
JLJEHIJC_00063	CDS	459	rplI		COG0359	50S ribosomal protein L9
JLJEHIJC_00064	gene	522				
JLJEHIJC_00064	CDS	522				hypothetical protein
JLJEHIJC_00065	gene	2625	dnaB			
JLJEHIJC_00065	CDS	2625	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
JLJEHIJC_00066	gene	693				
JLJEHIJC_00066	CDS	693				hypothetical protein
JLJEHIJC_00067	gene	1059				
JLJEHIJC_00067	CDS	1059				hypothetical protein
JLJEHIJC_00068	gene	654				
JLJEHIJC_00068	CDS	654				hypothetical protein
JLJEHIJC_00069	gene	924	cenA			
JLJEHIJC_00069	CDS	924	cenA	3.2.1.4	COG5297	Endoglucanase A
JLJEHIJC_00070	gene	1440	yvdP			
JLJEHIJC_00070	CDS	1440	yvdP	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
JLJEHIJC_00071	gene	156				
JLJEHIJC_00071	CDS	156				hypothetical protein
JLJEHIJC_00072	gene	2940				
JLJEHIJC_00072	CDS	2940				hypothetical protein
JLJEHIJC_00073	gene	240				
JLJEHIJC_00073	CDS	240				hypothetical protein
JLJEHIJC_00074	gene	402	vapC9_1			
JLJEHIJC_00074	CDS	402	vapC9_1	3.1.-.-	COG4113	Ribonuclease VapC9
JLJEHIJC_00075	gene	2238	icd2			
JLJEHIJC_00075	CDS	2238	icd2	1.1.1.42		Isocitrate dehydrogenase [NADP] 2
JLJEHIJC_00076	gene	570				
JLJEHIJC_00076	CDS	570				hypothetical protein
JLJEHIJC_00077	gene	912				
JLJEHIJC_00077	CDS	912				hypothetical protein
JLJEHIJC_00078	gene	1386	sdaA			
JLJEHIJC_00078	CDS	1386	sdaA	4.3.1.17	COG1760	L-serine dehydratase
JLJEHIJC_00079	gene	1278	glyA2			
JLJEHIJC_00079	CDS	1278	glyA2	2.1.2.1	COG0112	Serine hydroxymethyltransferase 2
JLJEHIJC_00080	gene	91				
JLJEHIJC_00080	misc_RNA	91				Glycine
JLJEHIJC_00081	gene	726				
JLJEHIJC_00081	CDS	726				hypothetical protein
JLJEHIJC_00082	gene	99				
JLJEHIJC_00082	misc_RNA	99				Intron_gpII
JLJEHIJC_00083	gene	1050				
JLJEHIJC_00083	CDS	1050			COG0577	putative ABC transporter permease
JLJEHIJC_00084	gene	993				
