locus_tag	ftype	length_bp	gene	EC_number	COG	product
HECDIEMJ_00001	gene	1491	dnaA			
HECDIEMJ_00001	CDS	1491	dnaA		COG0593	Chromosomal replication initiator protein DnaA
HECDIEMJ_00002	gene	327				
HECDIEMJ_00002	CDS	327				IS3 family transposase IS987
HECDIEMJ_00003	gene	885				
HECDIEMJ_00003	CDS	885				IS3 family transposase IS987
HECDIEMJ_00004	gene	1209	dnaN			
HECDIEMJ_00004	CDS	1209	dnaN		COG0592	Beta sliding clamp
HECDIEMJ_00005	gene	1158	recF			
HECDIEMJ_00005	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
HECDIEMJ_00006	gene	516				
HECDIEMJ_00006	CDS	516				hypothetical protein
HECDIEMJ_00007	gene	2145	gyrB1			
HECDIEMJ_00007	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
HECDIEMJ_00008	gene	2517	gyrA1			
HECDIEMJ_00008	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
HECDIEMJ_00009	gene	198				
HECDIEMJ_00009	CDS	198				hypothetical protein
HECDIEMJ_00010	gene	306				
HECDIEMJ_00010	CDS	306				putative protein
HECDIEMJ_00011	gene	75				
HECDIEMJ_00011	tRNA	75				tRNA-Ile(gat)
HECDIEMJ_00012	gene	74				
HECDIEMJ_00012	tRNA	74				tRNA-Ala(tgc)
HECDIEMJ_00013	gene	108				
HECDIEMJ_00013	CDS	108				hypothetical protein
HECDIEMJ_00014	gene	138				
HECDIEMJ_00014	CDS	138				hypothetical protein
HECDIEMJ_00015	gene	438	cwsA			
HECDIEMJ_00015	CDS	438	cwsA			Cell wall synthesis protein CwsA
HECDIEMJ_00016	gene	549	ppiA			
HECDIEMJ_00016	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
HECDIEMJ_00017	gene	153				
HECDIEMJ_00017	CDS	153				hypothetical protein
HECDIEMJ_00018	gene	360				
HECDIEMJ_00018	CDS	360				hypothetical protein
HECDIEMJ_00019	gene	282	crgA			
HECDIEMJ_00019	CDS	282	crgA			Cell division protein CrgA
HECDIEMJ_00020	gene	744				
HECDIEMJ_00020	CDS	744				hypothetical protein
HECDIEMJ_00021	gene	699	trpG			
HECDIEMJ_00021	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
HECDIEMJ_00022	gene	1881	pknB			
HECDIEMJ_00022	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
HECDIEMJ_00023	gene	1296	pknA			
HECDIEMJ_00023	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
HECDIEMJ_00024	gene	1476	pbpA			
HECDIEMJ_00024	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
HECDIEMJ_00025	gene	1410	rodA			
HECDIEMJ_00025	CDS	1410	rodA		COG0772	putative FtsW-like protein
HECDIEMJ_00026	gene	1536	pstP			
HECDIEMJ_00026	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
HECDIEMJ_00027	gene	468	fhaB			
HECDIEMJ_00027	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
HECDIEMJ_00028	gene	1566	fhaA			
HECDIEMJ_00028	CDS	1566	fhaA		COG1716	FHA domain-containing protein FhaA
HECDIEMJ_00029	gene	85				
HECDIEMJ_00029	tRNA	85				tRNA-Leu(cag)
HECDIEMJ_00030	gene	969	IMPDH			
HECDIEMJ_00030	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
HECDIEMJ_00031	gene	420	whiB5			
HECDIEMJ_00031	CDS	420	whiB5			Transcriptional regulator WhiB5
HECDIEMJ_00032	gene	771				
HECDIEMJ_00032	CDS	771			COG1396	putative HTH-type transcriptional regulator
HECDIEMJ_00033	gene	858				
HECDIEMJ_00033	CDS	858				hypothetical protein
HECDIEMJ_00034	gene	363				
