locus_tag	ftype	length_bp	gene	EC_number	COG	product
MKEIILFD_00001	gene	1491	dnaA			
MKEIILFD_00001	CDS	1491	dnaA		COG0593	Chromosomal replication initiator protein DnaA
MKEIILFD_00002	gene	327				
MKEIILFD_00002	CDS	327				IS3 family transposase IS987
MKEIILFD_00003	gene	885				
MKEIILFD_00003	CDS	885				IS3 family transposase IS987
MKEIILFD_00004	gene	1209	dnaN			
MKEIILFD_00004	CDS	1209	dnaN		COG0592	Beta sliding clamp
MKEIILFD_00005	gene	1158	recF			
MKEIILFD_00005	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
MKEIILFD_00006	gene	516				
MKEIILFD_00006	CDS	516				hypothetical protein
MKEIILFD_00007	gene	2145	gyrB1			
MKEIILFD_00007	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
MKEIILFD_00008	gene	2517	gyrA1			
MKEIILFD_00008	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
MKEIILFD_00009	gene	198				
MKEIILFD_00009	CDS	198				hypothetical protein
MKEIILFD_00010	gene	306				
MKEIILFD_00010	CDS	306				putative protein
MKEIILFD_00011	gene	75				
MKEIILFD_00011	tRNA	75				tRNA-Ile(gat)
MKEIILFD_00012	gene	74				
MKEIILFD_00012	tRNA	74				tRNA-Ala(tgc)
MKEIILFD_00013	gene	108				
MKEIILFD_00013	CDS	108				hypothetical protein
MKEIILFD_00014	gene	138				
MKEIILFD_00014	CDS	138				hypothetical protein
MKEIILFD_00015	gene	438	cwsA			
MKEIILFD_00015	CDS	438	cwsA			Cell wall synthesis protein CwsA
MKEIILFD_00016	gene	549	ppiA			
MKEIILFD_00016	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
MKEIILFD_00017	gene	153				
MKEIILFD_00017	CDS	153				hypothetical protein
MKEIILFD_00018	gene	360				
MKEIILFD_00018	CDS	360				hypothetical protein
MKEIILFD_00019	gene	282	crgA			
MKEIILFD_00019	CDS	282	crgA			Cell division protein CrgA
MKEIILFD_00020	gene	744				
MKEIILFD_00020	CDS	744				hypothetical protein
MKEIILFD_00021	gene	699	trpG			
MKEIILFD_00021	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
MKEIILFD_00022	gene	1881	pknB			
MKEIILFD_00022	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
MKEIILFD_00023	gene	1296	pknA			
