locus_tag	ftype	length_bp	gene	EC_number	COG	product
JIPJLOKD_00001	gene	1491	dnaA			
JIPJLOKD_00001	CDS	1491	dnaA		COG0593	Chromosomal replication initiator protein DnaA
JIPJLOKD_00002	gene	1209	dnaN			
JIPJLOKD_00002	CDS	1209	dnaN		COG0592	Beta sliding clamp
JIPJLOKD_00003	gene	1158	recF			
JIPJLOKD_00003	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
JIPJLOKD_00004	gene	516				
JIPJLOKD_00004	CDS	516				hypothetical protein
JIPJLOKD_00005	gene	2145	gyrB1			
JIPJLOKD_00005	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
JIPJLOKD_00006	gene	2517	gyrA1			
JIPJLOKD_00006	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
JIPJLOKD_00007	gene	198				
JIPJLOKD_00007	CDS	198				hypothetical protein
JIPJLOKD_00008	gene	345				
JIPJLOKD_00008	CDS	345				putative protein
JIPJLOKD_00009	gene	75				
JIPJLOKD_00009	tRNA	75				tRNA-Ile(gat)
JIPJLOKD_00010	gene	74				
JIPJLOKD_00010	tRNA	74				tRNA-Ala(tgc)
JIPJLOKD_00011	gene	108				
JIPJLOKD_00011	CDS	108				hypothetical protein
JIPJLOKD_00012	gene	438	cwsA			
JIPJLOKD_00012	CDS	438	cwsA			Cell wall synthesis protein CwsA
JIPJLOKD_00013	gene	549	ppiA			
JIPJLOKD_00013	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
JIPJLOKD_00014	gene	153				
JIPJLOKD_00014	CDS	153				hypothetical protein
JIPJLOKD_00015	gene	360				
JIPJLOKD_00015	CDS	360				hypothetical protein
JIPJLOKD_00016	gene	282	crgA			
JIPJLOKD_00016	CDS	282	crgA			Cell division protein CrgA
JIPJLOKD_00017	gene	744				
JIPJLOKD_00017	CDS	744				hypothetical protein
JIPJLOKD_00018	gene	699	trpG			
JIPJLOKD_00018	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
JIPJLOKD_00019	gene	1881	pknB			
JIPJLOKD_00019	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
JIPJLOKD_00020	gene	1296	pknA			
JIPJLOKD_00020	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
JIPJLOKD_00021	gene	1476	pbpA			
JIPJLOKD_00021	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
JIPJLOKD_00022	gene	1410	rodA			
JIPJLOKD_00022	CDS	1410	rodA		COG0772	putative FtsW-like protein
JIPJLOKD_00023	gene	1536	pstP			
JIPJLOKD_00023	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
JIPJLOKD_00024	gene	468	fhaB			
JIPJLOKD_00024	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
JIPJLOKD_00025	gene	1566	fhaA			
JIPJLOKD_00025	CDS	1566	fhaA		COG1716	FHA domain-containing protein FhaA
JIPJLOKD_00026	gene	85				
JIPJLOKD_00026	tRNA	85				tRNA-Leu(cag)
JIPJLOKD_00027	gene	969	IMPDH			
JIPJLOKD_00027	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
JIPJLOKD_00028	gene	420	whiB5			
JIPJLOKD_00028	CDS	420	whiB5			Transcriptional regulator WhiB5
JIPJLOKD_00029	gene	771				
JIPJLOKD_00029	CDS	771			COG1396	putative HTH-type transcriptional regulator
JIPJLOKD_00030	gene	846				
JIPJLOKD_00030	CDS	846				hypothetical protein
JIPJLOKD_00031	gene	363				
JIPJLOKD_00031	CDS	363				putative protein
JIPJLOKD_00032	gene	1434				
JIPJLOKD_00032	CDS	1434				hypothetical protein
JIPJLOKD_00033	gene	318				
JIPJLOKD_00033	CDS	318				hypothetical protein
JIPJLOKD_00034	gene	306				
JIPJLOKD_00034	CDS	306				putative protein
JIPJLOKD_00035	gene	144				
JIPJLOKD_00035	CDS	144				putative proteinA
JIPJLOKD_00036	gene	876				
JIPJLOKD_00036	CDS	876				hypothetical protein
JIPJLOKD_00037	gene	330				
JIPJLOKD_00037	CDS	330				putative protein
JIPJLOKD_00038	gene	1506	bioF2_1			
JIPJLOKD_00038	CDS	1506	bioF2_1	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
JIPJLOKD_00039	gene	813	bioF2_2			
JIPJLOKD_00039	CDS	813	bioF2_2	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
JIPJLOKD_00040	gene	264	acpP			
JIPJLOKD_00040	CDS	264	acpP			Acyl carrier protein
JIPJLOKD_00041	gene	396				
JIPJLOKD_00041	CDS	396			COG3631	putative protein
JIPJLOKD_00042	gene	1689	menE_1			
JIPJLOKD_00042	CDS	1689	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
JIPJLOKD_00043	gene	774				
JIPJLOKD_00043	CDS	774				putative protein
JIPJLOKD_00044	gene	1311				
JIPJLOKD_00044	CDS	1311			COG0477	putative MFS-type transporter
JIPJLOKD_00045	gene	633				
JIPJLOKD_00045	CDS	633				hypothetical protein
JIPJLOKD_00046	gene	348				
JIPJLOKD_00046	CDS	348				hypothetical protein
JIPJLOKD_00047	gene	933				
JIPJLOKD_00047	CDS	933				Proline-rich 28 kDa antigen
JIPJLOKD_00048	gene	2877	leuS			
JIPJLOKD_00048	CDS	2877	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
JIPJLOKD_00049	gene	627				
JIPJLOKD_00049	CDS	627				hypothetical protein
JIPJLOKD_00050	gene	714				
JIPJLOKD_00050	CDS	714			COG1802	putative HTH-type transcriptional regulator
JIPJLOKD_00051	gene	795	rutA			
JIPJLOKD_00051	CDS	795	rutA	1.14.99.46		Pyrimidine monooxygenase RutA
JIPJLOKD_00052	gene	897				
JIPJLOKD_00052	CDS	897		3.5.1.29		2-(acetamidomethylene)succinate hydrolase
JIPJLOKD_00053	gene	1104	ino1			
JIPJLOKD_00053	CDS	1104	ino1	5.5.1.4	COG1260	Inositol-3-phosphate synthase
JIPJLOKD_00054	gene	543				
JIPJLOKD_00054	CDS	543				hypothetical protein
JIPJLOKD_00055	gene	870				
JIPJLOKD_00055	CDS	870				putative protein
JIPJLOKD_00056	gene	414				
JIPJLOKD_00056	CDS	414				putative protein
JIPJLOKD_00057	gene	2472	ponA1			
JIPJLOKD_00057	CDS	2472	ponA1		COG0744	Penicillin-binding protein 1A
JIPJLOKD_00058	gene	1683				
JIPJLOKD_00058	CDS	1683				hypothetical protein
JIPJLOKD_00059	gene	639	inhA_1			
JIPJLOKD_00059	CDS	639	inhA_1	4.2.1.103		Isonitrile hydratase
JIPJLOKD_00060	gene	291	rpsF			
JIPJLOKD_00060	CDS	291	rpsF		COG0360	30S ribosomal protein S6
JIPJLOKD_00061	gene	495	ssb			
JIPJLOKD_00061	CDS	495	ssb		COG0629	Single-stranded DNA-binding protein
JIPJLOKD_00062	gene	255	rpsR1_1			
JIPJLOKD_00062	CDS	255	rpsR1_1		COG0238	30S ribosomal protein S18 1
JIPJLOKD_00063	gene	459	rplI			
JIPJLOKD_00063	CDS	459	rplI		COG0359	50S ribosomal protein L9
JIPJLOKD_00064	gene	522				
JIPJLOKD_00064	CDS	522				hypothetical protein
JIPJLOKD_00065	gene	2625	dnaB			
JIPJLOKD_00065	CDS	2625	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
JIPJLOKD_00066	gene	693				
JIPJLOKD_00066	CDS	693				hypothetical protein
JIPJLOKD_00067	gene	1059				
JIPJLOKD_00067	CDS	1059				hypothetical protein
JIPJLOKD_00068	gene	654				
JIPJLOKD_00068	CDS	654				hypothetical protein
JIPJLOKD_00069	gene	924	cenA			
JIPJLOKD_00069	CDS	924	cenA	3.2.1.4	COG5297	Endoglucanase A
JIPJLOKD_00070	gene	1440	yvdP			
JIPJLOKD_00070	CDS	1440	yvdP	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
JIPJLOKD_00071	gene	156				
JIPJLOKD_00071	CDS	156				hypothetical protein
JIPJLOKD_00072	gene	2940				
JIPJLOKD_00072	CDS	2940				hypothetical protein
JIPJLOKD_00073	gene	240				
JIPJLOKD_00073	CDS	240				hypothetical protein
JIPJLOKD_00074	gene	402	vapC9_1			
JIPJLOKD_00074	CDS	402	vapC9_1	3.1.-.-	COG4113	Ribonuclease VapC9
JIPJLOKD_00075	gene	2238	icd2			
JIPJLOKD_00075	CDS	2238	icd2	1.1.1.42		Isocitrate dehydrogenase [NADP] 2
JIPJLOKD_00076	gene	570				
JIPJLOKD_00076	CDS	570				hypothetical protein
JIPJLOKD_00077	gene	912				
JIPJLOKD_00077	CDS	912				hypothetical protein
JIPJLOKD_00078	gene	1386	sdaA			
JIPJLOKD_00078	CDS	1386	sdaA	4.3.1.17	COG1760	L-serine dehydratase
JIPJLOKD_00079	gene	1278	glyA2			
JIPJLOKD_00079	CDS	1278	glyA2	2.1.2.1	COG0112	Serine hydroxymethyltransferase 2
JIPJLOKD_00080	gene	91				
JIPJLOKD_00080	misc_RNA	91				Glycine
JIPJLOKD_00081	gene	699				
JIPJLOKD_00081	CDS	699				hypothetical protein
JIPJLOKD_00082	gene	99				
JIPJLOKD_00082	misc_RNA	99				Intron_gpII
JIPJLOKD_00083	gene	1050				
JIPJLOKD_00083	CDS	1050			COG0577	putative ABC transporter permease
JIPJLOKD_00084	gene	993				
JIPJLOKD_00084	CDS	993			COG0664	putative ABC transporter ATP-binding protein
JIPJLOKD_00085	gene	1236	hutI_1			
JIPJLOKD_00085	CDS	1236	hutI_1	3.5.2.7		Imidazolonepropionase
JIPJLOKD_00086	gene	1173	metC			
JIPJLOKD_00086	CDS	1173	metC	4.4.1.13	COG1168	Cystathionine beta-lyase
JIPJLOKD_00087	gene	390				
JIPJLOKD_00087	CDS	390				hypothetical protein
JIPJLOKD_00088	gene	831	oleB			
JIPJLOKD_00088	CDS	831	oleB	4.1.1.114	COG0596	Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase
JIPJLOKD_00089	gene	606	tetC			
JIPJLOKD_00089	CDS	606	tetC			Transposon Tn10 TetC protein
JIPJLOKD_00090	gene	594				
JIPJLOKD_00090	CDS	594				hypothetical protein
JIPJLOKD_00091	gene	207				
JIPJLOKD_00091	CDS	207				hypothetical protein
JIPJLOKD_00092	gene	822				
JIPJLOKD_00092	CDS	822				Dormancy associated translation inhibitor
JIPJLOKD_00093	gene	354				
JIPJLOKD_00093	CDS	354				putative protein
JIPJLOKD_00094	gene	345				
JIPJLOKD_00094	CDS	345			COG0640	putative HTH-type transcriptional regulator
JIPJLOKD_00095	gene	480	hycG			
