locus_tag	ftype	length_bp	gene	EC_number	COG	product
KOMJMMED_00001	gene	1188	dnaA			
KOMJMMED_00001	CDS	1188	dnaA		COG0593	Chromosomal replication initiator protein DnaA
KOMJMMED_00002	gene	1209	dnaN			
KOMJMMED_00002	CDS	1209	dnaN		COG0592	Beta sliding clamp
KOMJMMED_00003	gene	1158	recF			
KOMJMMED_00003	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
KOMJMMED_00004	gene	516				
KOMJMMED_00004	CDS	516				hypothetical protein
KOMJMMED_00005	gene	2145	gyrB1			
KOMJMMED_00005	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
KOMJMMED_00006	gene	2517	gyrA1			
KOMJMMED_00006	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
KOMJMMED_00007	gene	198				
KOMJMMED_00007	CDS	198				hypothetical protein
KOMJMMED_00008	gene	306				
KOMJMMED_00008	CDS	306				putative protein
KOMJMMED_00009	gene	75				
KOMJMMED_00009	tRNA	75				tRNA-Ile(gat)
KOMJMMED_00010	gene	74				
KOMJMMED_00010	tRNA	74				tRNA-Ala(tgc)
KOMJMMED_00011	gene	108				
KOMJMMED_00011	CDS	108				hypothetical protein
KOMJMMED_00012	gene	138				
KOMJMMED_00012	CDS	138				hypothetical protein
KOMJMMED_00013	gene	438	cwsA			
KOMJMMED_00013	CDS	438	cwsA			Cell wall synthesis protein CwsA
KOMJMMED_00014	gene	549	ppiA			
KOMJMMED_00014	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
KOMJMMED_00015	gene	153				
KOMJMMED_00015	CDS	153				hypothetical protein
KOMJMMED_00016	gene	360				
KOMJMMED_00016	CDS	360				hypothetical protein
KOMJMMED_00017	gene	282	crgA			
KOMJMMED_00017	CDS	282	crgA			Cell division protein CrgA
KOMJMMED_00018	gene	744				
KOMJMMED_00018	CDS	744				hypothetical protein
KOMJMMED_00019	gene	699	trpG			
KOMJMMED_00019	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
KOMJMMED_00020	gene	1881	pknB			
KOMJMMED_00020	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
KOMJMMED_00021	gene	1296	pknA			
KOMJMMED_00021	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
KOMJMMED_00022	gene	1476	pbpA			
KOMJMMED_00022	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
KOMJMMED_00023	gene	1410	rodA			
KOMJMMED_00023	CDS	1410	rodA		COG0772	putative FtsW-like protein
KOMJMMED_00024	gene	1536	pstP			
KOMJMMED_00024	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
KOMJMMED_00025	gene	468	fhaB			
KOMJMMED_00025	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
KOMJMMED_00026	gene	1566	fhaA			
KOMJMMED_00026	CDS	1566	fhaA		COG1716	FHA domain-containing protein FhaA
KOMJMMED_00027	gene	85				
KOMJMMED_00027	tRNA	85				tRNA-Leu(cag)
KOMJMMED_00028	gene	270				
KOMJMMED_00028	CDS	270				hypothetical protein
KOMJMMED_00029	gene	969	IMPDH			
KOMJMMED_00029	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
KOMJMMED_00030	gene	420	whiB5			
KOMJMMED_00030	CDS	420	whiB5			Transcriptional regulator WhiB5
KOMJMMED_00031	gene	771				
KOMJMMED_00031	CDS	771			COG1396	putative HTH-type transcriptional regulator
KOMJMMED_00032	gene	846				
KOMJMMED_00032	CDS	846				hypothetical protein
KOMJMMED_00033	gene	363				
KOMJMMED_00033	CDS	363				putative protein
KOMJMMED_00034	gene	1434				
KOMJMMED_00034	CDS	1434				hypothetical protein
KOMJMMED_00035	gene	318				
KOMJMMED_00035	CDS	318				hypothetical protein
KOMJMMED_00036	gene	306				
KOMJMMED_00036	CDS	306				putative protein
KOMJMMED_00037	gene	144				
KOMJMMED_00037	CDS	144				putative proteinA
KOMJMMED_00038	gene	876				
KOMJMMED_00038	CDS	876				hypothetical protein
KOMJMMED_00039	gene	330				
KOMJMMED_00039	CDS	330				putative protein
KOMJMMED_00040	gene	2316	bioF2			
KOMJMMED_00040	CDS	2316	bioF2	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
