locus_tag	ftype	length_bp	gene	EC_number	COG	product
DPCDDDHN_00001	gene	1188	dnaA			
DPCDDDHN_00001	CDS	1188	dnaA		COG0593	Chromosomal replication initiator protein DnaA
DPCDDDHN_00002	gene	1209	dnaN			
DPCDDDHN_00002	CDS	1209	dnaN		COG0592	Beta sliding clamp
DPCDDDHN_00003	gene	1158	recF			
DPCDDDHN_00003	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
DPCDDDHN_00004	gene	516				
DPCDDDHN_00004	CDS	516				hypothetical protein
DPCDDDHN_00005	gene	2145	gyrB1			
DPCDDDHN_00005	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
DPCDDDHN_00006	gene	2517	gyrA1			
DPCDDDHN_00006	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
DPCDDDHN_00007	gene	198				
DPCDDDHN_00007	CDS	198				hypothetical protein
DPCDDDHN_00008	gene	306				
DPCDDDHN_00008	CDS	306				putative protein
DPCDDDHN_00009	gene	75				
DPCDDDHN_00009	tRNA	75				tRNA-Ile(gat)
DPCDDDHN_00010	gene	74				
DPCDDDHN_00010	tRNA	74				tRNA-Ala(tgc)
DPCDDDHN_00011	gene	108				
DPCDDDHN_00011	CDS	108				hypothetical protein
DPCDDDHN_00012	gene	138				
DPCDDDHN_00012	CDS	138				hypothetical protein
DPCDDDHN_00013	gene	438	cwsA			
DPCDDDHN_00013	CDS	438	cwsA			Cell wall synthesis protein CwsA
DPCDDDHN_00014	gene	549	ppiA			
DPCDDDHN_00014	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
DPCDDDHN_00015	gene	153				
DPCDDDHN_00015	CDS	153				hypothetical protein
DPCDDDHN_00016	gene	360				
DPCDDDHN_00016	CDS	360				hypothetical protein
DPCDDDHN_00017	gene	282	crgA			
DPCDDDHN_00017	CDS	282	crgA			Cell division protein CrgA
DPCDDDHN_00018	gene	744				
DPCDDDHN_00018	CDS	744				hypothetical protein
DPCDDDHN_00019	gene	699	trpG			
DPCDDDHN_00019	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
DPCDDDHN_00020	gene	1881	pknB			
DPCDDDHN_00020	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
DPCDDDHN_00021	gene	1296	pknA			
DPCDDDHN_00021	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
DPCDDDHN_00022	gene	1476	pbpA			
