locus_tag	ftype	length_bp	gene	EC_number	COG	product
DCHFINLO_00001	gene	1491	dnaA			
DCHFINLO_00001	CDS	1491	dnaA		COG0593	Chromosomal replication initiator protein DnaA
DCHFINLO_00002	gene	327				
DCHFINLO_00002	CDS	327				IS3 family transposase IS987
DCHFINLO_00003	gene	885				
DCHFINLO_00003	CDS	885				IS3 family transposase IS987
DCHFINLO_00004	gene	1209	dnaN			
DCHFINLO_00004	CDS	1209	dnaN		COG0592	Beta sliding clamp
DCHFINLO_00005	gene	1158	recF			
DCHFINLO_00005	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
DCHFINLO_00006	gene	516				
DCHFINLO_00006	CDS	516				hypothetical protein
DCHFINLO_00007	gene	2145	gyrB1			
DCHFINLO_00007	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
DCHFINLO_00008	gene	2517	gyrA1			
DCHFINLO_00008	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
DCHFINLO_00009	gene	198				
DCHFINLO_00009	CDS	198				hypothetical protein
DCHFINLO_00010	gene	306				
DCHFINLO_00010	CDS	306				putative protein
DCHFINLO_00011	gene	75				
DCHFINLO_00011	tRNA	75				tRNA-Ile(gat)
DCHFINLO_00012	gene	74				
DCHFINLO_00012	tRNA	74				tRNA-Ala(tgc)
DCHFINLO_00013	gene	108				
DCHFINLO_00013	CDS	108				hypothetical protein
DCHFINLO_00014	gene	138				
DCHFINLO_00014	CDS	138				hypothetical protein
DCHFINLO_00015	gene	438	cwsA			
DCHFINLO_00015	CDS	438	cwsA			Cell wall synthesis protein CwsA
DCHFINLO_00016	gene	549	ppiA			
DCHFINLO_00016	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
DCHFINLO_00017	gene	153				
DCHFINLO_00017	CDS	153				hypothetical protein
DCHFINLO_00018	gene	360				
DCHFINLO_00018	CDS	360				hypothetical protein
DCHFINLO_00019	gene	282	crgA			
DCHFINLO_00019	CDS	282	crgA			Cell division protein CrgA
DCHFINLO_00020	gene	744				
DCHFINLO_00020	CDS	744				hypothetical protein
DCHFINLO_00021	gene	699	trpG			
DCHFINLO_00021	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
DCHFINLO_00022	gene	1881	pknB			
DCHFINLO_00022	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
DCHFINLO_00023	gene	1296	pknA			
DCHFINLO_00023	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
DCHFINLO_00024	gene	1476	pbpA			
DCHFINLO_00024	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
DCHFINLO_00025	gene	1410	rodA			
DCHFINLO_00025	CDS	1410	rodA		COG0772	putative FtsW-like protein
DCHFINLO_00026	gene	1536	pstP			
DCHFINLO_00026	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
DCHFINLO_00027	gene	468	fhaB			
DCHFINLO_00027	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
DCHFINLO_00028	gene	1566	fhaA			
DCHFINLO_00028	CDS	1566	fhaA		COG1716	FHA domain-containing protein FhaA
DCHFINLO_00029	gene	85				
DCHFINLO_00029	tRNA	85				tRNA-Leu(cag)
DCHFINLO_00030	gene	969	IMPDH			
DCHFINLO_00030	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
DCHFINLO_00031	gene	420	whiB5			
DCHFINLO_00031	CDS	420	whiB5			Transcriptional regulator WhiB5
DCHFINLO_00032	gene	771				
DCHFINLO_00032	CDS	771			COG1396	putative HTH-type transcriptional regulator
DCHFINLO_00033	gene	858				
DCHFINLO_00033	CDS	858				hypothetical protein
DCHFINLO_00034	gene	363				
DCHFINLO_00034	CDS	363				putative protein
DCHFINLO_00035	gene	1329				
DCHFINLO_00035	CDS	1329				hypothetical protein
DCHFINLO_00036	gene	318				
DCHFINLO_00036	CDS	318				hypothetical protein
DCHFINLO_00037	gene	306				
DCHFINLO_00037	CDS	306				putative protein
DCHFINLO_00038	gene	144				
DCHFINLO_00038	CDS	144				putative proteinA
DCHFINLO_00039	gene	876				
DCHFINLO_00039	CDS	876				hypothetical protein
DCHFINLO_00040	gene	330				
DCHFINLO_00040	CDS	330				putative protein
DCHFINLO_00041	gene	2316	bioF2			
DCHFINLO_00041	CDS	2316	bioF2	2.3.1.47	COG0156	Putative 8-amino-7-oxononanoate synthase 2
DCHFINLO_00042	gene	264	acpP			
DCHFINLO_00042	CDS	264	acpP			Acyl carrier protein
DCHFINLO_00043	gene	396				
DCHFINLO_00043	CDS	396			COG3631	putative protein
DCHFINLO_00044	gene	1689	menE_1			
DCHFINLO_00044	CDS	1689	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
DCHFINLO_00045	gene	774				
DCHFINLO_00045	CDS	774				putative protein
DCHFINLO_00046	gene	1311				
DCHFINLO_00046	CDS	1311			COG0477	putative MFS-type transporter
DCHFINLO_00047	gene	633				
DCHFINLO_00047	CDS	633				hypothetical protein
DCHFINLO_00048	gene	348				
DCHFINLO_00048	CDS	348				hypothetical protein
DCHFINLO_00049	gene	933				
DCHFINLO_00049	CDS	933				Proline-rich 28 kDa antigen
DCHFINLO_00050	gene	2877	leuS			
DCHFINLO_00050	CDS	2877	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
DCHFINLO_00051	gene	627				
DCHFINLO_00051	CDS	627				hypothetical protein
DCHFINLO_00052	gene	735				
DCHFINLO_00052	CDS	735			COG1802	putative HTH-type transcriptional regulator
DCHFINLO_00053	gene	795	rutA			
DCHFINLO_00053	CDS	795	rutA	1.14.99.46		Pyrimidine monooxygenase RutA
DCHFINLO_00054	gene	678				
DCHFINLO_00054	CDS	678				hypothetical protein
DCHFINLO_00055	gene	1104	ino1			
DCHFINLO_00055	CDS	1104	ino1	5.5.1.4	COG1260	Inositol-3-phosphate synthase
DCHFINLO_00056	gene	543				
DCHFINLO_00056	CDS	543				hypothetical protein
DCHFINLO_00057	gene	870				
DCHFINLO_00057	CDS	870				putative protein
DCHFINLO_00058	gene	414				
DCHFINLO_00058	CDS	414				putative protein
DCHFINLO_00059	gene	2472	ponA1			
DCHFINLO_00059	CDS	2472	ponA1		COG0744	Penicillin-binding protein 1A
DCHFINLO_00060	gene	1683				
DCHFINLO_00060	CDS	1683				hypothetical protein
DCHFINLO_00061	gene	639	inhA_1			
DCHFINLO_00061	CDS	639	inhA_1	4.2.1.103		Isonitrile hydratase
DCHFINLO_00062	gene	291	rpsF			
DCHFINLO_00062	CDS	291	rpsF		COG0360	30S ribosomal protein S6
DCHFINLO_00063	gene	495	ssb			
DCHFINLO_00063	CDS	495	ssb		COG0629	Single-stranded DNA-binding protein
DCHFINLO_00064	gene	255	rpsR1_1			
DCHFINLO_00064	CDS	255	rpsR1_1		COG0238	30S ribosomal protein S18 1
DCHFINLO_00065	gene	459	rplI			
DCHFINLO_00065	CDS	459	rplI		COG0359	50S ribosomal protein L9
DCHFINLO_00066	gene	522				
DCHFINLO_00066	CDS	522				hypothetical protein
DCHFINLO_00067	gene	2625	dnaB			
DCHFINLO_00067	CDS	2625	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
DCHFINLO_00068	gene	693				
DCHFINLO_00068	CDS	693				hypothetical protein
DCHFINLO_00069	gene	1059				
DCHFINLO_00069	CDS	1059				hypothetical protein
DCHFINLO_00070	gene	201				
DCHFINLO_00070	CDS	201				hypothetical protein
DCHFINLO_00071	gene	213				
DCHFINLO_00071	CDS	213				hypothetical protein
DCHFINLO_00072	gene	924	cenA			
DCHFINLO_00072	CDS	924	cenA	3.2.1.4	COG5297	Endoglucanase A
DCHFINLO_00073	gene	1461	yvdP			
DCHFINLO_00073	CDS	1461	yvdP	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
DCHFINLO_00074	gene	156				
DCHFINLO_00074	CDS	156				hypothetical protein
DCHFINLO_00075	gene	2940				
DCHFINLO_00075	CDS	2940				hypothetical protein
DCHFINLO_00076	gene	240				
DCHFINLO_00076	CDS	240				hypothetical protein
DCHFINLO_00077	gene	402	vapC9_1			
DCHFINLO_00077	CDS	402	vapC9_1	3.1.-.-	COG4113	Ribonuclease VapC9
DCHFINLO_00078	gene	2238	icd2			
DCHFINLO_00078	CDS	2238	icd2	1.1.1.42		Isocitrate dehydrogenase [NADP] 2
DCHFINLO_00079	gene	570				
DCHFINLO_00079	CDS	570				hypothetical protein
DCHFINLO_00080	gene	912				
DCHFINLO_00080	CDS	912				hypothetical protein
DCHFINLO_00081	gene	1386	sdaA			
DCHFINLO_00081	CDS	1386	sdaA	4.3.1.17	COG1760	L-serine dehydratase
DCHFINLO_00082	gene	1278	glyA2			
DCHFINLO_00082	CDS	1278	glyA2	2.1.2.1	COG0112	Serine hydroxymethyltransferase 2
DCHFINLO_00083	gene	91				
DCHFINLO_00083	misc_RNA	91				Glycine
DCHFINLO_00084	gene	1050	hutI_1			
DCHFINLO_00084	CDS	1050	hutI_1	3.5.2.7		Imidazolonepropionase
DCHFINLO_00085	gene	1173	metC			
DCHFINLO_00085	CDS	1173	metC	4.4.1.13	COG1168	Cystathionine beta-lyase
DCHFINLO_00086	gene	390				
DCHFINLO_00086	CDS	390				hypothetical protein
DCHFINLO_00087	gene	831	oleB			
DCHFINLO_00087	CDS	831	oleB	4.1.1.114	COG0596	Cis-3-alkyl-4-alkyloxetan-2-one decarboxylase
DCHFINLO_00088	gene	606	tetC			
DCHFINLO_00088	CDS	606	tetC			Transposon Tn10 TetC protein
DCHFINLO_00089	gene	594				
DCHFINLO_00089	CDS	594				hypothetical protein
DCHFINLO_00090	gene	207				
DCHFINLO_00090	CDS	207				hypothetical protein
DCHFINLO_00091	gene	822				
DCHFINLO_00091	CDS	822				Dormancy associated translation inhibitor
DCHFINLO_00092	gene	459				
DCHFINLO_00092	CDS	459				putative protein
DCHFINLO_00093	gene	345				
DCHFINLO_00093	CDS	345			COG0640	putative HTH-type transcriptional regulator
DCHFINLO_00094	gene	480	hycG			
DCHFINLO_00094	CDS	480	hycG		COG3260	Formate hydrogenlyase subunit 7
DCHFINLO_00095	gene	1923	hyfB			
DCHFINLO_00095	CDS	1923	hyfB	1.-.-.-	COG0651	Hydrogenase-4 component B
DCHFINLO_00096	gene	951	hycD			
DCHFINLO_00096	CDS	951	hycD		COG0650	Formate hydrogenlyase subunit 4
DCHFINLO_00097	gene	663				
DCHFINLO_00097	CDS	663				hypothetical protein
DCHFINLO_00098	gene	1467	ndhB			
