locus_tag	ftype	length_bp	gene	EC_number	COG	product
OHCMKMIM_00001	gene	1491	dnaA			
OHCMKMIM_00001	CDS	1491	dnaA		COG0593	Chromosomal replication initiator protein DnaA
OHCMKMIM_00002	gene	837				
OHCMKMIM_00002	CDS	837				IS3 family transposase IS987
OHCMKMIM_00003	gene	1209	dnaN			
OHCMKMIM_00003	CDS	1209	dnaN		COG0592	Beta sliding clamp
OHCMKMIM_00004	gene	1158	recF			
OHCMKMIM_00004	CDS	1158	recF		COG1195	DNA replication and repair protein RecF
OHCMKMIM_00005	gene	516				
OHCMKMIM_00005	CDS	516				hypothetical protein
OHCMKMIM_00006	gene	2145	gyrB1			
OHCMKMIM_00006	CDS	2145	gyrB1	5.6.2.2		DNA gyrase subunit B
OHCMKMIM_00007	gene	2517	gyrA1			
OHCMKMIM_00007	CDS	2517	gyrA1	5.6.2.2		DNA gyrase subunit A
OHCMKMIM_00008	gene	198				
OHCMKMIM_00008	CDS	198				hypothetical protein
OHCMKMIM_00009	gene	306				
OHCMKMIM_00009	CDS	306				putative protein
OHCMKMIM_00010	gene	75				
OHCMKMIM_00010	tRNA	75				tRNA-Ile(gat)
OHCMKMIM_00011	gene	74				
OHCMKMIM_00011	tRNA	74				tRNA-Ala(tgc)
OHCMKMIM_00012	gene	108				
OHCMKMIM_00012	CDS	108				hypothetical protein
OHCMKMIM_00013	gene	138				
OHCMKMIM_00013	CDS	138				hypothetical protein
OHCMKMIM_00014	gene	438	cwsA			
OHCMKMIM_00014	CDS	438	cwsA			Cell wall synthesis protein CwsA
OHCMKMIM_00015	gene	549	ppiA			
OHCMKMIM_00015	CDS	549	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
OHCMKMIM_00016	gene	153				
OHCMKMIM_00016	CDS	153				hypothetical protein
OHCMKMIM_00017	gene	360				
OHCMKMIM_00017	CDS	360				hypothetical protein
OHCMKMIM_00018	gene	282	crgA			
OHCMKMIM_00018	CDS	282	crgA			Cell division protein CrgA
OHCMKMIM_00019	gene	744				
OHCMKMIM_00019	CDS	744				hypothetical protein
OHCMKMIM_00020	gene	699	trpG			
OHCMKMIM_00020	CDS	699	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
OHCMKMIM_00021	gene	1881	pknB			
OHCMKMIM_00021	CDS	1881	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
OHCMKMIM_00022	gene	1296	pknA			
OHCMKMIM_00022	CDS	1296	pknA	2.7.11.1	COG0515	Serine/threonine-protein kinase PknA
OHCMKMIM_00023	gene	1476	pbpA			
OHCMKMIM_00023	CDS	1476	pbpA		COG0768	Penicillin-binding protein A
OHCMKMIM_00024	gene	1410	rodA			
OHCMKMIM_00024	CDS	1410	rodA		COG0772	putative FtsW-like protein
OHCMKMIM_00025	gene	1536	pstP			
OHCMKMIM_00025	CDS	1536	pstP	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
OHCMKMIM_00026	gene	468	fhaB			
OHCMKMIM_00026	CDS	468	fhaB		COG1716	FHA domain-containing protein FhaB
OHCMKMIM_00027	gene	1566	fhaA			
OHCMKMIM_00027	CDS	1566	fhaA		COG1716	FHA domain-containing protein FhaA
OHCMKMIM_00028	gene	85				
OHCMKMIM_00028	tRNA	85				tRNA-Leu(cag)
OHCMKMIM_00029	gene	969	IMPDH			
OHCMKMIM_00029	CDS	969	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
OHCMKMIM_00030	gene	420	whiB5			
OHCMKMIM_00030	CDS	420	whiB5			Transcriptional regulator WhiB5
OHCMKMIM_00031	gene	771				
OHCMKMIM_00031	CDS	771			COG1396	putative HTH-type transcriptional regulator
OHCMKMIM_00032	gene	858				
OHCMKMIM_00032	CDS	858				hypothetical protein
OHCMKMIM_00033	gene	363				
OHCMKMIM_00033	CDS	363				putative protein
OHCMKMIM_00034	gene	1347				
